Zeit;Kanal A
(ms);(V)

6,39999984;1,28697100
6,44999984;1,30561000
6,49999984;1,30561000
6,54999983;1,28697100
6,59999983;1,28697100
6,64999983;1,28697100
6,69999983;1,28697100
6,74999983;1,28697100
6,79999983;1,28697100
6,84999983;1,30561000
6,89999983;1,30561000
6,94999982;1,30561000
6,99999982;1,30561000
7,04999982;1,30561000
7,09999982;1,28697100
7,14999982;1,28697100
7,19999982;1,30561000
7,24999982;1,28697100
7,29999982;1,30561000
7,34999981;1,30561000
7,39999981;1,28697100
7,44999981;1,30561000
7,49999981;1,28697100
7,54999981;1,30561000
7,59999981;1,28697100
7,64999981;1,30561000
7,69999981;1,28697100
7,74999980;1,30561000
7,79999980;1,28697100
7,84999980;1,30561000
7,89999980;1,28697100
7,94999980;1,30561000
7,99999980;1,28697100
8,04999980;1,28697100
8,09999980;1,30561000
8,14999979;1,30561000
8,19999979;1,30561000
8,24999979;1,30561000
8,29999979;1,30561000
8,34999979;1,30561000
8,39999979;1,30561000
8,44999979;1,30561000
8,49999979;1,30561000
8,54999978;1,30561000
8,59999978;1,28697100
8,64999978;1,30561000
8,69999978;1,28697100
8,74999978;1,30561000
8,79999978;1,28697100
8,84999978;1,28697100
8,89999978;1,30561000
8,94999977;1,30561000
8,99999977;1,30561000
9,04999977;1,30561000
9,09999977;1,30561000
9,14999977;1,30561000
9,19999977;1,28697100
9,24999977;1,30561000
9,29999977;1,30561000
9,34999976;1,30561000
9,39999976;1,28697100
9,44999976;1,28697100
9,49999976;1,30561000
9,54999976;1,28697100
9,59999976;1,28697100
9,64999976;1,28697100
9,69999975;1,28697100
9,74999975;1,30561000
9,79999975;1,28697100
9,84999975;1,30561000
9,89999975;1,30561000
9,94999975;1,30561000
9,99999975;1,30561000
10,04999975;1,28697100
10,09999974;1,30561000
10,14999974;1,30561000
10,19999974;1,30561000
10,24999974;1,30561000
10,29999974;1,30561000
10,34999974;1,30561000
10,39999974;1,28697100
10,44999974;1,28697100
10,49999973;1,30561000
10,54999973;1,28697100
10,59999973;1,28697100
10,64999973;1,28697100
10,69999973;1,28697100
10,74999973;1,30561000
10,79999973;1,30561000
10,84999973;1,28697100
10,89999972;1,30561000
10,94999972;1,30561000
10,99999972;1,30561000
11,04999972;1,30561000
11,09999972;1,28697100
11,14999972;1,30561000
11,19999972;1,30561000
11,24999972;1,30561000
11,29999971;1,28697100
11,34999971;1,30561000
11,39999971;1,30561000
11,44999971;1,28697100
11,49999971;1,28697100
11,54999971;1,28697100
11,59999971;1,28697100
11,64999971;1,30561000
11,69999970;1,30561000
11,74999970;1,28697100
11,79999970;1,28697100
11,84999970;1,28697100
11,89999970;1,30561000
11,94999970;1,30561000
11,99999970;1,28697100
12,04999970;1,28697100
12,09999969;1,30561000
12,14999969;1,30561000
12,19999969;1,30561000
12,24999969;1,30561000
12,29999969;1,30561000
12,34999969;1,30561000
12,39999969;1,28697100
12,44999969;1,28697100
12,49999968;1,28697100
12,54999968;1,30561000
12,59999968;1,28697100
12,64999968;1,30561000
12,69999968;1,30561000
12,74999968;1,28697100
12,79999968;1,28697100
12,84999968;1,30561000
12,89999967;1,30561000
12,94999967;1,30561000
12,99999967;1,30561000
13,04999967;1,30561000
13,09999967;1,28697100
13,14999967;1,30561000
13,19999967;1,28697100
13,24999967;1,30561000
13,29999966;1,30561000
13,34999966;1,28697100
13,39999966;1,28697100
13,44999966;1,28697100
13,49999966;1,28697100
13,54999966;1,30561000
13,59999966;1,28697100
13,64999966;1,26833200
13,69999965;1,30561000
13,74999965;1,30561000
13,79999965;1,30561000
13,84999965;1,30561000
13,89999965;1,28697100
13,94999965;1,30561000
13,99999965;1,30561000
14,04999965;1,30561000
14,09999964;1,28697100
14,14999964;1,30561000
14,19999964;1,30561000
14,24999964;1,30561000
14,29999964;1,30561000
14,34999964;1,30561000
14,39999964;1,30561000
14,44999963;1,28697100
14,49999963;1,28697100
14,54999963;1,28697100
14,59999963;1,28697100
14,64999963;1,28697100
14,69999963;1,30561000
14,74999963;1,28697100
14,79999963;1,28697100
14,84999962;1,30561000
14,89999962;1,30561000
14,94999962;1,30561000
14,99999962;1,30561000
15,04999962;1,30561000
15,09999962;1,30561000
15,14999962;1,30561000
15,19999962;1,30561000
15,24999961;1,28697100
15,29999961;1,30561000
15,34999961;1,28697100
15,39999961;1,30561000
15,44999961;1,28697100
15,49999961;1,28697100
15,54999961;1,30561000
15,59999961;1,30561000
15,64999960;1,30561000
15,69999960;1,30561000
15,74999960;1,30561000
15,79999960;1,30561000
15,84999960;1,30561000
15,89999960;1,30561000
15,94999960;1,30561000
15,99999960;1,30561000
16,04999959;1,30561000
16,09999959;1,30561000
16,14999959;1,30561000
16,19999959;1,30561000
16,24999959;1,30561000
16,29999959;1,30561000
16,34999959;1,30561000
16,39999959;1,30561000
16,44999958;1,30561000
16,49999958;1,30561000
16,54999958;1,30561000
16,59999958;1,30561000
16,64999958;1,30561000
16,69999958;1,28697100
16,74999958;1,28697100
16,79999958;1,30561000
16,84999957;1,30561000
16,89999957;1,30561000
16,94999957;1,30561000
16,99999957;1,30561000
17,04999957;1,30561000
17,09999957;1,28697100
17,14999957;1,30561000
17,19999957;1,30561000
17,24999956;1,30561000
17,29999956;1,30561000
17,34999956;1,28697100
17,39999956;1,30561000
17,44999956;1,30561000
17,49999956;1,30561000
17,54999956;1,30561000
17,59999956;1,30561000
17,64999955;1,28697100
17,69999955;1,30561000
17,74999955;1,30561000
17,79999955;1,30561000
17,84999955;1,30561000
17,89999955;1,30561000
17,94999955;1,30561000
17,99999955;1,30561000
18,04999954;1,30561000
18,09999954;1,28697100
18,14999954;1,30561000
18,19999954;1,30561000
18,24999954;1,30561000
18,29999954;1,30561000
18,34999954;1,30561000
18,39999954;1,30561000
18,44999953;1,30561000
18,49999953;1,30561000
18,54999953;1,28697100
18,59999953;1,30561000
18,64999953;1,30561000
18,69999953;1,30561000
18,74999953;1,28697100
18,79999953;1,28697100
18,84999952;1,28697100
18,89999952;1,30561000
18,94999952;1,30561000
18,99999952;1,30561000
19,04999952;1,30561000
19,09999952;1,30561000
19,14999952;1,30561000
19,19999951;1,28697100
19,24999951;1,30561000
19,29999951;1,30561000
19,34999951;1,30561000
19,39999951;1,30561000
19,44999951;1,30561000
19,49999951;1,28697100
19,54999951;1,30561000
19,59999950;1,30561000
19,64999950;1,30561000
19,69999950;1,30561000
19,74999950;1,30561000
19,79999950;1,30561000
19,84999950;1,30561000
19,89999950;1,30561000
19,94999950;1,30561000
19,99999949;1,30561000
20,04999949;1,30561000
20,09999949;1,30561000
20,14999949;1,30561000
20,19999949;1,30561000
20,24999949;1,30561000
20,29999949;1,30561000
20,34999949;1,30561000
20,39999948;1,30561000
20,44999948;1,30561000
20,49999948;1,30561000
20,54999948;1,30561000
20,59999948;1,30561000
20,64999948;1,30561000
20,69999948;1,30561000
20,74999948;1,30561000
20,79999947;1,30561000
20,84999947;1,30561000
20,89999947;1,28697100
20,94999947;1,30561000
20,99999947;1,30561000
21,04999947;1,30561000
21,09999947;1,28697100
21,14999947;1,30561000
21,19999946;1,30561000
21,24999946;1,30561000
21,29999946;1,30561000
21,34999946;1,30561000
21,39999946;1,30561000
21,44999946;1,30561000
21,49999946;1,28697100
21,54999946;1,28697100
21,59999945;1,30561000
21,64999945;1,28697100
21,69999945;1,34295000
21,74999945;1,30561000
21,79999945;1,30561000
21,84999945;1,30561000
21,89999945;1,30561000
21,94999945;1,30561000
21,99999944;1,30561000
22,04999944;1,30561000
22,09999944;1,30561000
22,14999944;1,30561000
22,19999944;1,30561000
22,24999944;1,30561000
22,29999944;1,30561000
22,34999944;1,30561000
22,39999943;1,30561000
22,44999943;1,30561000
22,49999943;1,30561000
22,54999943;1,30561000
22,59999943;1,30561000
22,64999943;1,30561000
22,69999943;1,30561000
22,74999943;1,30561000
22,79999942;1,30561000
22,84999942;1,30561000
22,89999942;1,28697100
22,94999942;1,30561000
22,99999942;1,30561000
23,04999942;1,30561000
23,09999942;1,30561000
23,14999942;1,30561000
23,19999941;1,30561000
23,24999941;1,30561000
23,29999941;1,30561000
23,34999941;1,30561000
23,39999941;1,30561000
23,44999941;1,30561000
23,49999941;1,30561000
23,54999941;1,30561000
23,59999940;1,30561000
23,64999940;1,30561000
23,69999940;1,30561000
23,74999940;1,30561000
23,79999940;1,30561000
23,84999940;1,30561000
23,89999940;1,30561000
23,94999939;1,30561000
23,99999939;1,32425000
24,04999939;1,30561000
24,09999939;1,30561000
24,14999939;1,30561000
24,19999939;1,38022900
24,24999939;1,30561000
24,29999939;1,28697100
24,34999938;1,30561000
24,39999938;1,30561000
24,44999938;1,28697100
24,49999938;1,30561000
24,54999938;1,30561000
24,59999938;1,30561000
24,64999938;1,30561000
24,69999938;1,30561000
24,74999937;1,30561000
24,79999937;1,30561000
24,84999937;1,30561000
24,89999937;1,30561000
24,94999937;1,30561000
24,99999937;1,30561000
25,04999937;1,30561000
25,09999937;1,30561000
25,14999936;1,30561000
25,19999936;1,30561000
25,24999936;1,28697100
25,29999936;1,28697100
25,34999936;1,30561000
25,39999936;1,28697100
25,44999936;1,28697100
25,49999936;1,30561000
25,54999935;1,30561000
25,59999935;1,30561000
25,64999935;1,30561000
25,69999935;1,30561000
25,74999935;1,30561000
25,79999935;1,30561000
25,84999935;1,30561000
25,89999935;1,30561000
25,94999934;1,28697100
25,99999934;1,30561000
26,04999934;1,30561000
26,09999934;1,30561000
26,14999934;1,30561000
26,19999934;1,28697100
26,24999934;1,28697100
26,29999934;1,28697100
26,34999933;1,28697100
26,39999933;1,30561000
26,44999933;1,30561000
26,49999933;1,30561000
26,54999933;1,30561000
26,59999933;1,28697100
26,64999933;1,30561000
26,69999933;1,28697100
26,74999932;1,30561000
26,79999932;1,30561000
26,84999932;1,30561000
26,89999932;1,30561000
26,94999932;1,30561000
26,99999932;1,30561000
27,04999932;1,30561000
27,09999932;1,28697100
27,14999931;1,28697100
27,19999931;1,30561000
27,24999931;1,28697100
27,29999931;1,28697100
27,34999931;1,28697100
27,39999931;1,30561000
27,44999931;1,30561000
27,49999931;1,28697100
27,54999930;1,30561000
27,59999930;1,30561000
27,64999930;1,30561000
27,69999930;1,30561000
27,74999930;1,30561000
27,79999930;1,30561000
27,84999930;1,30561000
27,89999930;1,28697100
27,94999929;1,30561000
27,99999929;1,30561000
28,04999929;1,30561000
28,09999929;1,28697100
28,14999929;1,30561000
28,19999929;1,28697100
28,24999929;1,28697100
28,29999929;1,28697100
28,34999928;1,28697100
28,39999928;1,30561000
28,44999928;1,30561000
28,49999928;1,28697100
28,54999928;1,30561000
28,59999928;1,30561000
28,64999928;1,30561000
28,69999927;1,28697100
28,74999927;1,28697100
28,79999927;1,30561000
28,84999927;1,30561000
28,89999927;1,28697100
28,94999927;1,30561000
28,99999927;1,30561000
29,04999927;1,30561000
29,09999926;1,30561000
29,14999926;1,30561000
29,19999926;1,28697100
29,24999926;1,28697100
29,29999926;1,28697100
29,34999926;1,30561000
29,39999926;1,26833200
29,44999926;1,30561000
29,49999925;1,30561000
29,54999925;1,30561000
29,59999925;1,30561000
29,64999925;1,30561000
29,69999925;1,28697100
29,74999925;1,28697100
29,79999925;1,30561000
29,84999925;1,30561000
29,89999924;1,30561000
29,94999924;1,30561000
29,99999924;1,30561000
30,04999924;1,30561000
30,09999924;1,30561000
30,14999924;1,28697100
30,19999924;1,28697100
30,24999924;1,28697100
30,29999923;1,28697100
30,34999923;1,30561000
30,39999923;1,28697100
30,44999923;1,28697100
30,49999923;1,28697100
30,54999923;1,30561000
30,59999923;1,30561000
30,64999923;1,30561000
30,69999922;1,30561000
30,74999922;1,30561000
30,79999922;1,30561000
30,84999922;1,30561000
30,89999922;1,30561000
30,94999922;1,28697100
30,99999922;1,30561000
31,04999922;1,30561000
31,09999921;1,30561000
31,14999921;1,30561000
31,19999921;1,30561000
31,24999921;1,28697100
31,29999921;1,28697100
31,34999921;1,30561000
31,39999921;1,28697100
31,44999921;1,28697100
31,49999920;1,30561000
31,54999920;1,28697100
31,59999920;1,30561000
31,64999920;1,30561000
31,69999920;1,28697100
31,74999920;1,30561000
31,79999920;1,28697100
31,84999920;1,28697100
31,89999919;1,30561000
31,94999919;1,30561000
31,99999919;1,30561000
32,04999919;1,30561000
32,09999919;1,30561000
32,14999919;1,28697100
32,19999919;1,30561000
32,24999919;1,30561000
32,29999918;1,30561000
32,34999918;1,28697100
32,39999918;1,30561000
32,44999918;1,30561000
32,49999918;1,30561000
32,54999918;1,30561000
32,59999918;1,28697100
32,64999918;1,30561000
32,69999917;1,30561000
32,74999917;1,28697100
32,79999917;1,28697100
32,84999917;1,30561000
32,89999917;1,30561000
32,94999917;1,30561000
32,99999917;1,32425000
33,04999917;1,30561000
33,09999916;1,28697100
33,14999916;1,28697100
33,19999916;1,28697100
33,24999916;1,28697100
33,29999916;1,30561000
33,34999916;1,30561000
33,39999916;1,30561000
33,44999915;1,30561000
33,49999915;1,30561000
33,54999915;1,28697100
33,59999915;1,30561000
33,64999915;1,30561000
33,69999915;1,28697100
33,74999915;1,30561000
33,79999915;1,30561000
33,84999914;1,28697100
33,89999914;1,30561000
33,94999914;1,30561000
33,99999914;1,30561000
34,04999914;1,30561000
34,09999914;1,30561000
34,14999914;1,28697100
34,19999914;1,28697100
34,24999913;1,30561000
34,29999913;1,28697100
34,34999913;1,30561000
34,39999913;1,28697100
34,44999913;1,28697100
34,49999913;1,30561000
34,54999913;1,28697100
34,59999913;1,30561000
34,64999912;1,30561000
34,69999912;1,30561000
34,74999912;1,30561000
34,79999912;1,30561000
34,84999912;1,30561000
34,89999912;1,30561000
34,94999912;1,30561000
34,99999912;1,30561000
35,04999911;1,28697100
35,09999911;1,28697100
35,14999911;1,30561000
35,19999911;1,28697100
35,24999911;1,30561000
35,29999911;1,28697100
35,34999911;1,28697100
35,39999911;1,28697100
35,44999910;1,30561000
35,49999910;1,30561000
35,54999910;1,28697100
35,59999910;1,30561000
35,64999910;1,30561000
35,69999910;1,30561000
35,74999910;1,30561000
35,79999910;1,30561000
35,84999909;1,30561000
35,89999909;1,30561000
35,94999909;1,30561000
35,99999909;1,28697100
36,04999909;1,28697100
36,09999909;1,30561000
36,14999909;1,28697100
36,19999909;1,28697100
36,24999908;1,28697100
36,29999908;1,28697100
36,34999908;1,28697100
36,39999908;1,30561000
36,44999908;1,30561000
36,49999908;1,28697100
36,54999908;1,30561000
36,59999908;1,28697100
36,64999907;1,30561000
36,69999907;1,28697100
36,74999907;1,28697100
36,79999907;1,30561000
36,84999907;1,30561000
36,89999907;1,30561000
36,94999907;1,30561000
36,99999907;1,28697100
37,04999906;1,30561000
37,09999906;1,30561000
37,14999906;1,30561000
37,19999906;1,28697100
37,24999906;1,30561000
37,29999906;1,28697100
37,34999906;1,30561000
37,39999906;1,30561000
37,44999905;1,30561000
37,49999905;1,30561000
37,54999905;1,28697100
37,59999905;1,30561000
37,64999905;1,30561000
37,69999905;1,30561000
37,74999905;1,28697100
37,79999905;1,30561000
37,84999904;1,30561000
37,89999904;1,30561000
37,94999904;1,30561000
37,99999904;1,28697100
38,04999904;1,28697100
38,09999904;1,28697100
38,14999904;1,28697100
38,19999903;1,28697100
38,24999903;1,28697100
38,29999903;1,30561000
38,34999903;1,30561000
38,39999903;1,28697100
38,44999903;1,30561000
38,49999903;1,28697100
38,54999903;1,30561000
38,59999902;1,30561000
38,64999902;1,28697100
38,69999902;1,30561000
38,74999902;1,30561000
38,79999902;1,30561000
38,84999902;1,30561000
38,89999902;1,30561000
38,94999902;1,30561000
38,99999901;1,26833200
39,04999901;1,28697100
39,09999901;1,30561000
39,14999901;1,28697100
39,19999901;1,28697100
39,24999901;1,28697100
39,29999901;1,28697100
39,34999901;1,30561000
39,39999900;1,28697100
39,44999900;1,30561000
39,49999900;1,30561000
39,54999900;1,28697100
39,59999900;1,28697100
39,64999900;1,30561000
39,69999900;1,30561000
39,74999900;1,32425000
39,79999899;1,30561000
39,84999899;1,30561000
39,89999899;1,30561000
39,94999899;1,28697100
39,99999899;1,30561000
40,04999899;1,28697100
40,09999899;1,30561000
40,14999899;1,30561000
40,19999898;1,28697100
40,24999898;1,30561000
40,29999898;1,28697100
40,34999898;1,30561000
40,39999898;1,28697100
40,44999898;1,28697100
40,49999898;1,28697100
40,54999898;1,30561000
40,59999897;1,30561000
40,64999897;1,30561000
40,69999897;1,30561000
40,74999897;1,30561000
40,79999897;1,30561000
40,84999897;1,28697100
40,89999897;1,30561000
40,94999897;1,28697100
40,99999896;1,28697100
41,04999896;1,28697100
41,09999896;1,28697100
41,14999896;1,28697100
41,19999896;1,30561000
41,24999896;1,30561000
41,29999896;1,28697100
41,34999896;1,28697100
41,39999895;1,30561000
41,44999895;1,30561000
41,49999895;1,30561000
41,54999895;1,30561000
41,59999895;1,30561000
41,64999895;1,30561000
41,69999895;1,30561000
41,74999895;1,30561000
41,79999894;1,30561000
41,84999894;1,30561000
41,89999894;1,28697100
41,94999894;1,30561000
41,99999894;1,30561000
42,04999894;1,30561000
42,09999894;1,28697100
42,14999894;1,30561000
42,19999893;1,30561000
42,24999893;1,30561000
42,29999893;1,28697100
42,34999893;1,28697100
42,39999893;1,30561000
42,44999893;1,30561000
42,49999893;1,30561000
42,54999893;1,30561000
42,59999892;1,28697100
42,64999892;1,30561000
42,69999892;1,30561000
42,74999892;1,30561000
42,79999892;1,30561000
42,84999892;1,30561000
42,89999892;1,30561000
42,94999891;1,28697100
42,99999891;1,28697100
43,04999891;1,28697100
43,09999891;1,30561000
43,14999891;1,28697100
43,19999891;1,28697100
43,24999891;1,28697100
43,29999891;1,30561000
43,34999890;1,30561000
43,39999890;1,28697100
43,44999890;1,28697100
43,49999890;1,30561000
43,54999890;1,28697100
43,59999890;1,30561000
43,64999890;1,30561000
43,69999890;1,28697100
43,74999889;1,30561000
43,79999889;1,30561000
43,84999889;1,30561000
43,89999889;1,30561000
43,94999889;1,28697100
43,99999889;1,28697100
44,04999889;1,28697100
44,09999889;1,30561000
44,14999888;1,30561000
44,19999888;1,30561000
44,24999888;1,28697100
44,29999888;1,28697100
44,34999888;1,28697100
44,39999888;1,30561000
44,44999888;1,28697100
44,49999888;1,28697100
44,54999887;1,28697100
44,59999887;1,30561000
44,64999887;1,30561000
44,69999887;1,30561000
44,74999887;1,30561000
44,79999887;1,28697100
44,84999887;1,30561000
44,89999887;1,28697100
44,94999886;1,28697100
44,99999886;1,28697100
45,04999886;1,28697100
45,09999886;1,30561000
45,14999886;1,28697100
45,19999886;1,28697100
45,24999886;1,28697100
45,29999886;1,30561000
45,34999885;1,28697100
45,39999885;1,30561000
45,44999885;1,28697100
45,49999885;1,28697100
45,54999885;1,30561000
45,59999885;1,30561000
45,64999885;1,30561000
45,69999885;1,30561000
45,74999884;1,30561000
45,79999884;1,30561000
45,84999884;1,30561000
45,89999884;1,28697100
45,94999884;1,28697100
45,99999884;1,28697100
46,04999884;1,30561000
46,09999884;1,28697100
46,14999883;1,28697100
46,19999883;1,30561000
46,24999883;1,28697100
46,29999883;1,30561000
46,34999883;1,28697100
46,39999883;1,30561000
46,44999883;1,28697100
46,49999883;1,30561000
46,54999882;1,30561000
46,59999882;1,30561000
46,64999882;1,30561000
46,69999882;1,28697100
46,74999882;1,28697100
46,79999882;1,30561000
46,84999882;1,28697100
46,89999882;1,28697100
46,94999881;1,28697100
46,99999881;1,28697100
47,04999881;1,28697100
47,09999881;1,30561000
47,14999881;1,28697100
47,19999881;1,30561000
47,24999881;1,28697100
47,29999881;1,30561000
47,34999880;1,28697100
47,39999880;1,30561000
47,44999880;1,30561000
47,49999880;1,30561000
47,54999880;1,28697100
47,59999880;1,30561000
47,64999880;1,30561000
47,69999879;1,30561000
47,74999879;1,30561000
47,79999879;1,30561000
47,84999879;1,28697100
47,89999879;1,28697100
47,94999879;1,28697100
47,99999879;1,30561000
48,04999879;1,28697100
48,09999878;1,28697100
48,14999878;1,28697100
48,19999878;1,28697100
48,24999878;1,30561000
48,29999878;1,30561000
48,34999878;1,30561000
48,39999878;1,28697100
48,44999878;1,28697100
48,49999877;1,30561000
48,54999877;1,30561000
48,59999877;1,28697100
48,64999877;1,30561000
48,69999877;1,30561000
48,74999877;1,30561000
48,79999877;1,30561000
48,84999877;1,28697100
48,89999876;1,30561000
48,94999876;1,28697100
48,99999876;1,28697100
49,04999876;1,30561000
49,09999876;1,30561000
49,14999876;1,30561000
49,19999876;1,30561000
49,24999876;1,30561000
49,29999875;1,28697100
49,34999875;1,30561000
49,39999875;1,28697100
49,44999875;1,30561000
49,49999875;1,28697100
49,54999875;1,30561000
49,59999875;1,28697100
49,64999875;1,30561000
49,69999874;1,30561000
49,74999874;1,30561000
49,79999874;1,30561000
49,84999874;1,28697100
49,89999874;1,28697100
49,94999874;1,30561000
49,99999874;1,30561000
50,04999874;1,30561000
50,09999873;1,28697100
50,14999873;1,30561000
