Zeit (ms),Voltage
0.0,0.9325787
0.05,0.9325787
0.1,0.9325787
0.15,0.9325787
0.19999999,0.9325787
0.24999999,0.9325787
0.29999999,0.9325787
0.34999999,0.9325787
0.39999999,0.9325787
0.44999999,0.9325787
0.49999999,0.9325787
0.54999999,0.9139395
0.59999998,0.9139395
0.64999998,0.9325787
0.69999998,0.9139395
0.74999998,0.9325787
0.79999998,0.9139395
0.84999998,0.9325787
0.89999998,0.9325787
0.94999998,0.9139395
0.99999997,0.9325787
1.04999997,0.9325787
1.09999997,0.9325787
1.14999997,0.9325787
1.19999997,0.9139395
1.24999997,0.9325787
1.29999997,0.9325787
1.34999997,0.9325787
1.39999996,0.9325787
1.44999996,0.9139395
1.49999996,0.9325787
1.54999996,0.9325787
1.59999996,0.9325787
1.64999996,0.9139395
1.69999996,0.9139395
1.74999996,0.9325787
1.79999995,0.9325787
1.84999995,0.9325787
1.89999995,0.9325787
1.94999995,0.9325787
1.99999995,0.9325787
2.04999995,0.9325787
2.09999995,0.9139395
2.14999995,0.9325787
2.19999994,0.9325787
2.24999994,0.9325787
2.29999994,0.9325787
2.34999994,0.9325787
2.39999994,0.9325787
2.44999994,0.9325787
2.49999994,0.9325787
2.54999994,0.9139395
2.59999993,0.9325787
2.64999993,0.9325787
2.69999993,0.9325787
2.74999993,0.9325787
2.79999993,0.9325787
2.84999993,0.9325787
2.89999993,0.9139395
2.94999993,0.9325787
2.99999992,0.9325787
3.04999992,0.9325787
3.09999992,0.9325787
3.14999992,0.9325787
3.19999992,0.9325787
3.24999992,0.9325787
3.29999992,0.9325787
3.34999992,0.9325787
3.39999991,0.9325787
3.44999991,0.9325787
3.49999991,0.9325787
3.54999991,0.9325787
3.59999991,0.9325787
3.64999991,0.9139395
3.69999991,0.9325787
3.74999991,0.9325787
3.7999999,0.9325787
3.8499999,0.9325787
3.8999999,0.9325787
3.9499999,0.9325787
3.9999999,0.9325787
4.0499999,0.9325787
4.0999999,0.9325787
4.1499999,0.9325787
4.19999989,0.9325787
4.24999989,0.9325787
4.29999989,0.9325787
4.34999989,0.9325787
4.39999989,0.9325787
4.44999989,0.9325787
4.49999989,0.9325787
4.54999989,0.9325787
4.59999988,0.9325787
4.64999988,0.9325787
4.69999988,0.8765994
4.74999988,0.9698573
4.79999988,0.9325787
4.84999988,0.9325787
4.89999988,0.9139395
4.94999987,0.9139395
4.99999987,0.9325787
5.04999987,0.9325787
5.09999987,0.9139395
5.14999987,0.9325787
5.19999987,0.9325787
5.24999987,0.9325787
5.29999987,0.9325787
5.34999986,0.9139395
5.39999986,0.9325787
5.44999986,0.9325787
5.49999986,0.9325787
5.54999986,0.9325787
5.59999986,0.9325787
5.64999986,0.9325787
5.69999986,0.9325787
5.74999985,0.9325787
5.79999985,0.9325787
5.84999985,0.9325787
5.89999985,0.9325787
5.94999985,0.9325787
5.99999985,0.9325787
6.04999985,0.9325787
6.09999985,0.9325787
6.14999984,0.9325787
6.19999984,0.9325787
6.24999984,0.9325787
6.29999984,0.9325787
6.34999984,0.9325787
6.39999984,0.9325787
6.44999984,0.951218
6.49999984,0.9325787
6.54999983,0.9325787
6.59999983,0.9325787
6.64999983,0.9325787
6.69999983,0.9325787
6.74999983,0.9325787
6.79999983,0.9325787
6.84999983,0.9325787
6.89999983,0.9325787
6.94999982,0.9325787
6.99999982,0.9325787
7.04999982,0.9325787
7.09999982,0.9325787
7.14999982,0.9325787
7.19999982,0.9325787
7.24999982,0.9325787
7.29999982,0.9325787
7.34999981,0.9325787
7.39999981,0.951218
7.44999981,0.9325787
7.49999981,0.9325787
7.54999981,0.9325787
7.59999981,0.9325787
7.64999981,0.9325787
7.69999981,0.9325787
7.7499998,0.9325787
7.7999998,0.9325787
7.8499998,0.9325787
7.8999998,0.9325787
7.9499998,0.9325787
7.9999998,0.951218
8.0499998,0.9325787
8.0999998,0.9325787
8.14999979,0.9325787
8.19999979,0.9325787
8.24999979,0.9325787
8.29999979,0.9325787
8.34999979,0.9325787
8.39999979,0.9325787
8.44999979,0.9325787
8.49999979,0.9325787
8.54999978,0.9325787
8.59999978,0.9325787
8.64999978,0.9325787
8.69999978,0.9325787
8.74999978,0.9325787
8.79999978,0.9325787
8.84999978,0.9325787
8.89999978,0.9325787
8.94999977,0.9325787
8.99999977,0.9325787
9.04999977,0.9325787
9.09999977,0.9325787
9.14999977,0.9325787
9.19999977,0.9325787
9.24999977,0.9325787
9.29999977,0.9325787
9.34999976,0.9325787
9.39999976,0.9325787
9.44999976,0.9325787
9.49999976,0.9325787
9.54999976,0.9325787
9.59999976,0.9325787
9.64999976,0.9325787
9.69999975,0.9325787
9.74999975,0.9325787
9.79999975,0.9325787
9.84999975,0.9325787
9.89999975,0.9325787
9.94999975,0.9325787
9.99999975,0.9325787
10.04999975,0.9325787
10.09999974,0.9325787
10.14999974,0.9325787
10.19999974,0.9325787
10.24999974,0.9325787
10.29999974,0.9325787
10.34999974,0.9325787
10.39999974,0.9325787
10.44999974,0.9325787
10.49999973,0.9325787
10.54999973,0.9325787
10.59999973,0.9325787
10.64999973,0.9325787
10.69999973,0.9325787
10.74999973,0.9325787
10.79999973,0.9139395
10.84999973,0.9325787
10.89999972,0.9325787
10.94999972,0.9325787
10.99999972,0.9325787
11.04999972,0.9325787
11.09999972,0.9325787
11.14999972,0.9325787
11.19999972,0.9325787
11.24999972,0.9325787
11.29999971,0.9325787
11.34999971,0.9325787
11.39999971,0.9325787
11.44999971,0.9325787
11.49999971,0.9325787
11.54999971,0.9325787
11.59999971,0.9325787
11.64999971,0.9325787
11.6999997,0.9325787
11.7499997,0.9325787
11.7999997,0.9139395
11.8499997,0.9325787
11.8999997,0.9325787
11.9499997,0.951218
11.9999997,0.9325787
12.0499997,0.9139395
12.09999969,0.9325787
12.14999969,0.9325787
12.19999969,0.9325787
12.24999969,0.9325787
12.29999969,0.9325787
12.34999969,0.9325787
12.39999969,0.9325787
12.44999969,0.9325787
12.49999968,0.9325787
12.54999968,0.9325787
12.59999968,0.9325787
12.64999968,0.9325787
12.69999968,0.9325787
12.74999968,0.9325787
12.79999968,0.951218
12.84999968,0.9325787
12.89999967,0.9325787
12.94999967,0.9325787
12.99999967,0.9325787
13.04999967,0.9325787
13.09999967,0.9325787
13.14999967,0.9325787
13.19999967,0.9325787
13.24999967,0.9325787
13.29999966,0.9325787
13.34999966,0.9325787
13.39999966,0.9139395
13.44999966,0.9325787
13.49999966,0.9325787
13.54999966,0.9325787
13.59999966,0.9325787
13.64999966,0.9325787
13.69999965,0.9325787
13.74999965,0.9325787
13.79999965,0.9325787
13.84999965,0.9325787
13.89999965,0.9325787
13.94999965,0.9325787
13.99999965,0.9325787
14.04999965,0.9325787
14.09999964,0.9325787
14.14999964,0.9325787
14.19999964,0.9325787
14.24999964,0.9325787
14.29999964,0.9325787
14.34999964,0.9325787
14.39999964,0.9325787
14.44999963,0.9139395
14.49999963,0.9325787
14.54999963,0.9325787
14.59999963,0.9139395
14.64999963,0.9325787
14.69999963,0.9139395
14.74999963,0.9325787
14.79999963,0.9325787
14.84999962,0.9325787
14.89999962,0.9325787
14.94999962,0.9325787
14.99999962,0.9325787
15.04999962,0.9139395
15.09999962,0.9325787
15.14999962,0.9325787
15.19999962,0.9325787
15.24999961,0.9325787
15.29999961,0.9325787
15.34999961,0.9325787
15.39999961,0.9139395
15.44999961,0.9325787
15.49999961,0.9325787
15.54999961,0.9325787
15.59999961,0.9325787
15.6499996,0.9325787
15.6999996,0.9325787
15.7499996,0.9325787
15.7999996,0.9325787
15.8499996,0.9325787
15.8999996,0.9325787
15.9499996,0.9325787
15.9999996,0.9325787
16.04999959,0.9325787
16.09999959,0.9325787
16.14999959,0.9325787
16.19999959,0.9325787
16.24999959,0.9325787
16.29999959,0.9139395
16.34999959,0.9325787
16.39999959,0.9325787
16.44999958,0.9325787
16.49999958,0.9325787
16.54999958,0.9325787
16.59999958,0.9325787
16.64999958,0.9325787
16.69999958,0.9325787
16.74999958,0.9325787
16.79999958,0.9325787
16.84999957,0.9325787
16.89999957,0.9325787
16.94999957,0.9325787
16.99999957,0.9325787
17.04999957,0.9325787
17.09999957,0.9325787
17.14999957,0.951218
17.19999957,0.9325787
17.24999956,0.9325787
17.29999956,0.9325787
17.34999956,0.9325787
17.39999956,0.9325787
17.44999956,0.9325787
17.49999956,0.9139395
17.54999956,0.9325787
17.59999956,0.9325787
17.64999955,0.9325787
17.69999955,0.9325787
17.74999955,0.9325787
17.79999955,0.9325787
17.84999955,0.9325787
17.89999955,0.9325787
17.94999955,0.9325787
17.99999955,0.9325787
18.04999954,0.9325787
18.09999954,0.9325787
18.14999954,0.9325787
18.19999954,0.9325787
18.24999954,0.9325787
18.29999954,0.9325787
18.34999954,0.9325787
18.39999954,0.9325787
18.44999953,0.9325787
18.49999953,0.9325787
18.54999953,0.9325787
18.59999953,0.9325787
18.64999953,0.9325787
18.69999953,0.9325787
18.74999953,0.9325787
18.79999953,0.9325787
18.84999952,0.9325787
18.89999952,0.9325787
18.94999952,0.9325787
18.99999952,0.9325787
19.04999952,0.9325787
19.09999952,0.9325787
19.14999952,0.9325787
19.19999951,0.9325787
19.24999951,0.9325787
19.29999951,0.9325787
19.34999951,0.9325787
19.39999951,0.9139395
19.44999951,0.9325787
19.49999951,0.9325787
19.54999951,0.9325787
19.5999995,0.9325787
19.6499995,0.9325787
19.6999995,0.9325787
19.7499995,0.9325787
19.7999995,0.9325787
19.8499995,0.9325787
19.8999995,0.9325787
19.9499995,0.9325787
19.99999949,0.9325787
20.04999949,0.9325787
20.09999949,0.951218
20.14999949,0.9325787
20.19999949,0.9325787
20.24999949,0.9325787
20.29999949,0.9325787
20.34999949,0.9325787
20.39999948,0.9325787
20.44999948,0.9325787
20.49999948,0.9325787
20.54999948,0.9325787
20.59999948,0.9325787
20.64999948,0.9325787
20.69999948,0.9325787
20.74999948,0.9325787
20.79999947,0.9325787
20.84999947,0.9325787
20.89999947,0.9325787
20.94999947,0.9325787
20.99999947,0.9325787
21.04999947,0.9325787
21.09999947,0.9139395
21.14999947,0.9325787
21.19999946,0.9325787
21.24999946,0.9325787
21.29999946,0.9139395
21.34999946,0.9325787
21.39999946,0.9325787
21.44999946,0.9325787
21.49999946,0.9325787
21.54999946,0.9325787
21.59999945,0.9325787
21.64999945,0.9325787
21.69999945,0.9325787
21.74999945,0.9325787
21.79999945,0.9325787
21.84999945,0.9325787
21.89999945,0.9325787
21.94999945,0.9325787
21.99999944,0.9325787
22.04999944,0.9325787
22.09999944,0.9325787
22.14999944,0.9325787
22.19999944,0.9139395
22.24999944,0.9325787
22.29999944,0.9139395
22.34999944,0.9325787
22.39999943,0.9139395
22.44999943,0.951218
22.49999943,0.9325787
22.54999943,0.9325787
22.59999943,0.9325787
22.64999943,0.9325787
22.69999943,0.9325787
22.74999943,0.9325787
22.79999942,0.9325787
22.84999942,0.9325787
22.89999942,0.9139395
22.94999942,0.9325787
22.99999942,0.9325787
23.04999942,0.9325787
23.09999942,0.9325787
23.14999942,0.9325787
23.19999941,0.9325787
23.24999941,0.9325787
23.29999941,0.9139395
23.34999941,0.9325787
23.39999941,0.9325787
23.44999941,0.9325787
23.49999941,0.9325787
23.54999941,0.9325787
23.5999994,0.9325787
23.6499994,0.9325787
23.6999994,0.9325787
23.7499994,0.9139395
23.7999994,0.9325787
23.8499994,0.9325787
23.8999994,0.9325787
23.94999939,0.9325787
23.99999939,0.9325787
24.04999939,0.9325787
24.09999939,0.9325787
24.14999939,0.9325787
24.19999939,0.9139395
24.24999939,0.9325787
24.29999939,0.9325787
24.34999938,0.9325787
24.39999938,0.9325787
24.44999938,0.9325787
24.49999938,0.9325787
24.54999938,0.9325787
24.59999938,0.9325787
24.64999938,0.9325787
24.69999938,0.9325787
24.74999937,0.9325787
24.79999937,0.9325787
24.84999937,0.9325787
24.89999937,0.9325787
24.94999937,0.9325787
24.99999937,0.9139395
25.04999937,0.9698573
25.09999937,0.951218
25.14999936,0.9139395
25.19999936,0.9325787
25.24999936,0.9139395
25.29999936,0.9139395
25.34999936,0.9139395
25.39999936,0.9325787
25.44999936,0.9325787
25.49999936,0.9325787
25.54999935,0.9325787
25.59999935,0.9325787
25.64999935,0.9325787
25.69999935,0.9325787
25.74999935,0.9325787
25.79999935,0.9325787
25.84999935,0.9139395
25.89999935,0.9325787
25.94999934,0.9325787
25.99999934,0.9325787
26.04999934,0.9325787
26.09999934,0.9325787
26.14999934,0.9325787
26.19999934,0.9325787
26.24999934,0.9325787
26.29999934,0.9325787
26.34999933,0.9325787
