Zeit (ms),Voltage
0.0,0.8393208
0.049952,0.8393208
0.099904,0.8393208
0.149856,0.8393208
0.199808,0.8393208
0.24976,0.8393208
0.299712,0.8206816
0.34966399,0.8393208
0.39961599,0.8393208
0.44956799,0.8393208
0.49951999,0.8393208
0.54947199,0.8393208
0.59942399,0.8393208
0.64937599,0.8393208
0.69932799,0.8393208
0.74927999,0.8393208
0.79923199,0.8393208
0.84918399,0.8393208
0.89913599,0.8393208
0.94908799,0.8206816
0.99903998,0.8393208
1.04899198,0.8393208
1.09894398,0.8393208
1.14889598,0.8393208
1.19884798,0.8393208
1.24879998,0.8393208
1.29875198,0.8579601
1.34870398,0.8579601
1.39865598,0.8579601
1.44860798,0.8579601
1.49855998,0.8393208
1.54851198,0.8393208
1.59846398,0.8579601
1.64841598,0.8393208
1.69836797,0.8393208
1.74831997,0.8393208
1.79827197,0.8393208
1.84822397,0.8393208
1.89817597,0.8393208
1.94812797,0.8393208
1.99807997,0.8393208
2.04803197,0.8393208
2.09798397,0.8393208
2.14793597,0.8393208
2.19788797,0.8393208
2.24783997,0.8393208
2.29779197,0.8393208
2.34774396,0.8393208
2.39769596,0.8393208
2.44764796,0.8393208
2.49759996,0.8393208
2.54755196,0.8393208
2.59750396,0.8393208
2.64745596,0.8393208
2.69740796,0.8393208
2.74735996,0.8393208
2.79731196,0.8393208
2.84726396,0.8393208
2.89721596,0.8393208
2.94716796,0.8393208
2.99711995,0.8393208
3.04707195,0.8393208
3.09702395,0.8393208
3.14697595,0.8393208
3.19692795,0.8393208
3.24687995,0.8393208
3.29683195,0.8393208
3.34678395,0.8393208
3.39673595,0.8579601
3.44668795,0.8206816
3.49663995,0.8393208
3.54659195,0.8393208
3.59654395,0.8393208
3.64649594,0.8393208
3.69644794,0.8393208
3.74639994,0.8393208
3.79635194,0.8393208
3.84630394,0.8206816
3.89625594,0.8393208
3.94620794,0.8393208
3.99615994,0.8393208
4.04611194,0.8206816
4.09606394,0.8393208
4.14601594,0.8393208
4.19596794,0.8393208
4.24591994,0.8393208
4.29587194,0.8393208
4.34582393,0.8393208
4.39577593,0.8393208
4.44572793,0.8393208
4.49567993,0.8393208
4.54563193,0.8393208
4.59558393,0.8393208
4.64553593,0.8393208
4.69548793,0.8393208
4.74543993,0.8393208
4.79539193,0.8393208
4.84534393,0.8393208
4.89529593,0.8393208
4.94524793,0.8393208
4.99519992,0.8393208
5.04515192,0.8393208
5.09510392,0.8393208
5.14505592,0.8393208
5.19500792,0.8393208
5.24495992,0.8393208
5.29491192,0.8393208
5.34486392,0.8393208
5.39481592,0.8393208
5.44476792,0.8393208
5.49471992,0.8393208
5.54467192,0.8393208
5.59462392,0.8393208
5.64457591,0.8393208
5.69452791,0.8393208
5.74447991,0.8393208
5.79443191,0.8393208
5.84438391,0.8393208
5.89433591,0.8393208
5.94428791,0.8393208
5.99423991,0.8393208
6.04419191,0.8393208
6.09414391,0.8393208
6.14409591,0.8393208
6.19404791,0.8393208
6.24399991,0.8393208
6.2939519,0.8393208
6.3439039,0.8393208
6.3938559,0.8393208
6.4438079,0.8579601
6.4937599,0.8206816
6.5437119,0.8393208
6.5936639,0.8393208
6.6436159,0.8393208
6.6935679,0.8393208
6.7435199,0.8393208
6.7934719,0.8579601
6.8434239,0.8393208
6.8933759,0.8393208
6.94332789,0.8393208
6.99327989,0.8393208
7.04323189,0.8393208
7.09318389,0.8393208
7.14313589,0.8393208
7.19308789,0.8393208
7.24303989,0.8393208
7.29299189,0.8579601
7.34294389,0.8393208
7.39289589,0.8393208
7.44284789,0.8393208
7.49279989,0.8393208
7.54275189,0.8393208
7.59270389,0.8393208
7.64265588,0.8393208
7.69260788,0.8393208
7.74255988,0.8393208
7.79251188,0.8393208
7.84246388,0.8206816
7.89241588,0.8393208
7.94236788,0.8393208
7.99231988,0.8393208
8.04227188,0.8393208
8.09222388,0.8393208
8.14217588,0.8393208
8.19212788,0.8393208
8.24207988,0.8393208
8.29203187,0.8393208
8.34198387,0.8579601
8.39193587,0.8393208
8.44188787,0.8393208
8.49183987,0.8393208
8.54179187,0.8579601
8.59174387,0.8393208
8.64169587,0.8393208
8.69164787,0.8393208
8.74159987,0.8393208
8.79155187,0.8393208
8.84150387,0.8393208
8.89145587,0.8206816
8.94140786,0.8393208
8.99135986,0.8393208
9.04131186,0.8393208
9.09126386,0.8393208
9.14121586,0.8206816
9.19116786,0.8579601
9.24111986,0.8393208
9.29107186,0.8393208
9.34102386,0.8393208
9.39097586,0.8393208
9.44092786,0.8393208
9.49087986,0.8393208
9.54083186,0.8393208
9.59078385,0.8393208
9.64073585,0.8393208
9.69068785,0.8393208
9.74063985,0.8393208
9.79059185,0.8393208
9.84054385,0.8393208
9.89049585,0.8393208
9.94044785,0.8393208
9.99039985,0.8393208
10.04035185,0.8393208
10.09030385,0.8393208
10.14025585,0.8393208
10.19020785,0.8393208
10.24015985,0.8393208
10.29011184,0.8393208
10.34006384,0.8393208
10.39001584,0.8393208
10.43996784,0.8393208
10.48991984,0.8393208
10.53987184,0.8393208
10.58982384,0.8393208
10.63977584,0.8393208
10.68972784,0.8393208
10.73967984,0.8579601
10.78963184,0.8393208
10.83958384,0.8393208
10.88953584,0.8393208
10.93948783,0.8393208
10.98943983,0.8393208
11.03939183,0.8393208
11.08934383,0.8393208
11.13929583,0.8393208
11.18924783,0.8393208
11.23919983,0.8393208
11.28915183,0.8579601
11.33910383,0.8393208
11.38905583,0.8206816
11.43900783,0.8393208
