Zeit (ms),Voltage
0.0,1.454847
0.05,1.436208
0.1,1.454847
0.15,1.454847
0.19999999,1.454847
0.24999999,1.454847
0.29999999,1.454847
0.34999999,1.436208
0.39999999,1.492126
0.44999999,1.454847
0.49999999,1.454847
0.54999999,1.473487
0.59999998,1.454847
0.64999998,1.454847
0.69999998,1.436208
0.74999998,1.454847
0.79999998,1.454847
0.84999998,1.454847
0.89999998,1.454847
0.94999998,1.454847
0.99999997,1.436208
1.04999997,1.454847
1.09999997,1.454847
1.14999997,1.454847
1.19999997,1.454847
1.24999997,1.454847
1.29999997,1.454847
1.34999997,1.454847
1.39999996,1.454847
1.44999996,1.454847
1.49999996,1.454847
1.54999996,1.454847
1.59999996,1.454847
1.64999996,1.454847
1.69999996,1.454847
1.74999996,1.454847
1.79999995,1.454847
1.84999995,1.454847
1.89999995,1.454847
1.94999995,1.454847
1.99999995,1.454847
2.04999995,1.454847
2.09999995,1.454847
2.14999995,1.454847
2.19999994,1.454847
2.24999994,1.454847
2.29999994,1.454847
2.34999994,1.454847
2.39999994,1.454847
2.44999994,1.454847
2.49999994,1.454847
2.54999994,1.454847
2.59999993,1.454847
2.64999993,1.454847
2.69999993,1.454847
2.74999993,1.454847
2.79999993,1.454847
2.84999993,1.454847
2.89999993,1.436208
2.94999993,1.454847
2.99999992,1.454847
3.04999992,1.454847
3.09999992,1.454847
3.14999992,1.454847
3.19999992,1.454847
3.24999992,1.454847
3.29999992,1.454847
3.34999992,1.454847
3.39999991,1.454847
3.44999991,1.454847
3.49999991,1.454847
3.54999991,1.454847
3.59999991,1.454847
3.64999991,1.454847
3.69999991,1.454847
3.74999991,1.454847
3.7999999,1.454847
3.8499999,1.454847
3.8999999,1.454847
3.9499999,1.454847
3.9999999,1.454847
4.0499999,1.454847
4.0999999,1.454847
4.1499999,1.454847
4.19999989,1.454847
4.24999989,1.454847
4.29999989,1.454847
4.34999989,1.454847
4.39999989,1.454847
4.44999989,1.454847
4.49999989,1.454847
4.54999989,1.454847
4.59999988,1.454847
4.64999988,1.454847
4.69999988,1.454847
4.74999988,1.454847
4.79999988,1.454847
4.84999988,1.454847
4.89999988,1.454847
4.94999987,1.454847
4.99999987,1.454847
