Zeit (ms),Kanal A (mV)
12.44666667,-2.79712100
12.45166667,-2.98351400
12.45666667,-4.10248500
12.46166667,-2.42433500
12.46666667,-5.03506400
12.47166667,-2.98351400
12.47666667,-4.66227800
12.48166667,-4.84867100
12.48666667,-5.22207200
12.49166667,-4.84867100
12.49666667,-5.03506400
12.50166667,-4.47588600
12.50666667,-4.47588600
12.51166667,-4.28949300
12.51666667,-5.03506400
12.52166667,-4.47588600
12.52666667,-5.03506400
12.53166667,-3.35691400
12.53666667,-4.10248500
12.54166667,-2.98351400
12.54666667,-2.98351400
12.55166667,-2.23794300
12.55666667,-3.91609200
12.56166667,-2.23794300
12.56666667,-2.05093500
12.57166667,-1.67815000
12.57666667,-2.98351400
12.58166667,-2.05093500
12.58666667,-2.61072800
12.59166667,-3.17052100
12.59666666,-3.17052100
12.60166666,-3.17052100
12.60666666,-2.98351400
12.61166666,-4.10248500
12.61666666,-3.17052100
12.62166666,-3.17052100
12.62666666,-4.10248500
12.63166666,-3.17052100
12.63666666,-3.17052100
12.64166666,-3.17052100
12.64666666,-2.42433500
12.65166666,-3.91609200
12.65666666,-4.10248500
12.66166666,-2.42433500
12.66666666,-1.49175700
12.67166666,-2.23794300
12.67666666,-1.30536400
12.68166666,0.37278540
12.68666666,0.00000000
12.69166666,0.18639270
12.69666666,1.11897100
12.70166666,2.42433500
12.70666666,2.23794300
12.71166666,1.49175700
12.71666666,2.98351400
12.72166666,2.61072800
12.72666666,2.79712100
12.73166666,2.98351400
12.73666666,3.91609200
12.74166666,4.28949300
12.74666666,4.66227800
12.75166666,5.59485700
12.75666666,5.59485700
12.76166666,5.40846400
12.76666666,7.64640700
12.77166666,6.15403500
12.77666666,6.90022100
12.78166666,8.01919300
12.78666666,8.20558500
12.79166666,8.57898500
12.79666666,8.01919300
12.80166666,8.39259300
12.80666666,9.32455600
12.81166666,8.39259300
12.81666666,8.95177200
12.82166666,7.83279900
12.82666666,9.32455600
12.83166666,8.76537800
12.83666666,9.13816400
12.84166666,8.39259300
12.84666666,8.01919300
12.85166666,7.64640700
12.85666666,7.64640700
12.86166666,7.27362200
12.86666666,7.08661400
12.87166666,6.71382900
12.87666666,7.46001400
12.88166666,7.08661400
12.88666666,6.52743600
12.89166666,6.71382900
12.89666666,6.52743600
12.90166666,5.59485700
12.90666666,4.84867100
12.91166666,6.71382900
12.91666666,5.96764200
12.92166666,6.52743600
12.92666666,5.96764200
12.93166666,6.15403500
12.93666666,5.22207200
12.94166666,4.84867100
12.94666666,4.28949300
12.95166666,3.91609200
12.95666666,4.84867100
12.96166666,4.66227800
12.96666666,5.22207200
12.97166666,4.84867100
12.97666666,4.47588600
12.98166666,3.91609200
12.98666666,4.66227800
12.99166666,4.10248500
12.99666665,4.28949300
13.00166665,3.91609200
13.00666665,5.40846400
13.01166665,4.66227800
13.01666665,5.59485700
13.02166665,3.91609200
13.02666665,5.22207200
13.03166665,4.10248500
13.03666665,4.66227800
13.04166665,2.79712100
13.04666665,4.28949300
13.05166665,2.79712100
13.05666665,5.22207200
13.06166665,3.54330700
13.06666665,4.84867100
13.07166665,4.28949300
13.07666665,4.66227800
13.08166665,3.35691400
13.08666665,4.84867100
13.09166665,4.47588600
13.09666665,5.22207200
13.10166665,4.28949300
13.10666665,5.22207200
13.11166665,3.17052100
13.11666665,4.66227800
13.12166665,3.72970000
13.12666665,4.66227800
13.13166665,3.91609200
13.13666665,4.47588600
13.14166665,4.84867100
13.14666665,4.28949300
13.15166665,4.28949300
13.15666665,4.47588600
13.16166665,3.54330700
13.16666665,4.66227800
13.17166665,4.28949300
13.17666665,4.28949300
13.18166665,6.34104300
13.18666665,5.22207200
13.19166665,5.96764200
13.19666665,5.03506400
13.20166665,5.96764200
13.20666665,5.59485700
13.21166665,5.78125000
13.21666665,5.59485700
13.22166665,4.28949300
13.22666665,4.66227800
13.23166665,3.91609200
13.23666665,3.72970000
13.24166665,2.23794300
13.24666665,2.23794300
13.25166665,1.67815000
13.25666665,1.86454200
13.26166665,-0.37278540
13.26666665,-0.18639270
13.27166665,-0.37278540
13.27666665,-1.30536400
13.28166665,-1.86454200
13.28666665,-1.67815000
13.29166665,-2.05093500
13.29666665,-2.61072800
13.30166665,-2.61072800
13.30666665,-1.67815000
13.31166665,-1.30536400
13.31666665,-1.67815000
13.32166665,-1.30536400
13.32666665,-0.37278540
13.33166665,-1.30536400
13.33666665,-1.49175700
13.34166665,-0.93196360
13.34666665,-0.74557080
13.35166665,-1.11897100
13.35666665,-1.49175700
13.36166665,-2.05093500
13.36666665,-2.23794300
13.37166665,-2.61072800
13.37666665,-2.61072800
13.38166665,-3.54330700
13.38666665,-3.17052100
13.39166664,-3.35691400
13.39666664,-3.35691400
13.40166664,-3.54330700
13.40666664,-3.72970000
13.41166664,-4.47588600
13.41666664,-3.54330700
13.42166664,-4.84867100
13.42666664,-4.10248500
13.43166664,-5.78125000
13.43666664,-5.03506400
13.44166664,-5.59485700
13.44666664,-5.59485700
13.45166664,-5.78125000
13.45666664,-5.03506400
13.46166664,-5.96764200
13.46666664,-6.71382900
13.47166664,-6.90022100
13.47666664,-6.90022100
13.48166664,-6.71382900
13.48666664,-7.27362200
13.49166664,-8.20558500
13.49666664,-9.13816400
13.50166664,-9.13816400
13.50666664,-8.76537800
13.51166664,-10.07074000
13.51666664,-9.69795700
13.52166664,-9.69795700
13.52666664,-9.13816400
13.53166664,-10.07074000
13.53666664,-9.69795700
13.54166664,-9.51156400
13.54666664,-8.76537800
13.55166664,-7.83279900
13.55666664,-8.57898500
13.56166664,-7.46001400
13.56666664,-6.52743600
13.57166664,-6.52743600
13.57666664,-6.34104300
13.58166664,-5.40846400
13.58666664,-4.10248500
13.59166664,-5.03506400
13.59666664,-4.84867100
13.60166664,-4.10248500
13.60666664,-4.10248500
13.61166664,-4.66227800
13.61666664,-3.54330700
13.62166664,-4.66227800
13.62666664,-4.84867100
13.63166664,-4.66227800
13.63666664,-4.47588600
13.64166664,-4.47588600
13.64666664,-4.47588600
13.65166664,-4.28949300
13.65666664,-3.91609200
13.66166664,-3.17052100
13.66666664,-4.47588600
13.67166664,-2.98351400
13.67666664,-3.35691400
13.68166664,-3.72970000
13.68666664,-3.17052100
13.69166664,-2.61072800
13.69666664,-3.54330700
13.70166664,-1.49175700
13.70666664,-2.79712100
13.71166664,-2.05093500
13.71666664,-2.98351400
13.72166664,-3.17052100
13.72666664,-3.17052100
13.73166664,-3.17052100
13.73666664,-4.28949300
13.74166664,-3.35691400
13.74666664,-4.66227800
13.75166664,-3.35691400
13.75666664,-4.84867100
13.76166664,-3.91609200
13.76666664,-3.54330700
13.77166664,-3.72970000
13.77666664,-4.28949300
13.78166664,-3.91609200
13.78666663,-4.28949300
13.79166663,-3.17052100
13.79666663,-4.66227800
13.80166663,-3.54330700
13.80666663,-3.91609200
13.81166663,-2.61072800
13.81666663,-3.91609200
13.82166663,-2.98351400
13.82666663,-3.17052100
13.83166663,-1.67815000
13.83666663,-2.42433500
13.84166663,-3.17052100
13.84666663,-2.98351400
13.85166663,-3.17052100
13.85666663,-2.61072800
13.86166663,-2.61072800
13.86666663,-3.35691400
13.87166663,-3.72970000
13.87666663,-4.10248500
13.88166663,-4.47588600
13.88666663,-3.35691400
13.89166663,-4.84867100
13.89666663,-3.17052100
13.90166663,-4.66227800
13.90666663,-3.17052100
13.91166663,-3.35691400
13.91666663,-2.61072800
13.92166663,-3.17052100
13.92666663,-2.23794300
13.93166663,-2.61072800
13.93666663,-1.11897100
13.94166663,-1.86454200
13.94666663,-0.74557080
13.95166663,-0.74557080
13.95666663,-0.55917820
13.96166663,0.55917820
13.96666663,0.55917820
13.97166663,0.74557080
13.97666663,2.05093500
13.98166663,1.86454200
13.98666663,1.86454200
13.99166663,2.05093500
13.99666663,4.10248500
14.00166663,3.72970000
14.00666663,5.22207200
14.01166663,3.35691400
14.01666663,4.47588600
14.02166663,4.66227800
14.02666663,4.66227800
14.03166663,5.78125000
14.03666663,5.59485700
14.04166663,6.52743600
14.04666663,6.52743600
14.05166663,7.08661400
14.05666663,8.01919300
14.06166663,8.39259300
14.06666663,9.32455600
14.07166663,8.57898500
14.07666663,8.01919300
14.08166663,9.13816400
14.08666663,8.57898500
14.09166663,8.95177200
14.09666663,8.57898500
14.10166663,8.39259300
14.10666663,8.01919300
14.11166663,7.27362200
14.11666663,7.64640700
14.12166663,7.46001400
14.12666663,8.01919300
14.13166663,8.01919300
14.13666663,7.08661400
14.14166663,7.46001400
14.14666663,7.27362200
14.15166663,6.71382900
14.15666663,6.15403500
14.16166663,7.08661400
14.16666663,5.96764200
14.17166663,6.90022100
14.17666663,5.78125000
14.18166662,6.15403500
14.18666662,5.59485700
14.19166662,5.78125000
14.19666662,5.78125000
14.20166662,5.78125000
14.20666662,5.78125000
14.21166662,5.59485700
14.21666662,3.72970000
14.22166662,4.84867100
14.22666662,3.35691400
14.23166662,4.66227800
14.23666662,4.28949300
14.24166662,4.66227800
14.24666662,4.28949300
14.25166662,4.28949300
14.25666662,4.10248500
14.26166662,4.66227800
14.26666662,4.84867100
14.27166662,4.84867100
14.27666662,4.66227800
14.28166662,4.84867100
14.28666662,3.91609200
14.29166662,4.84867100
14.29666662,4.66227800
14.30166662,5.78125000
14.30666662,4.47588600
14.31166662,4.66227800
14.31666662,4.28949300
14.32166662,5.03506400
14.32666662,3.91609200
14.33166662,3.17052100
14.33666662,3.72970000
14.34166662,3.72970000
14.34666662,3.35691400
14.35166662,4.84867100
14.35666662,4.28949300
14.36166662,3.72970000
14.36666662,4.47588600
14.37166662,3.72970000
14.37666662,5.22207200
14.38166662,4.28949300
14.38666662,3.72970000
14.39166662,4.10248500
14.39666662,5.03506400
14.40166662,3.72970000
14.40666662,3.72970000
14.41166662,4.66227800
14.41666662,5.78125000
14.42166662,3.72970000
14.42666662,5.59485700
14.43166662,4.28949300
14.43666662,5.03506400
14.44166662,4.28949300
14.44666662,5.59485700
14.45166662,4.84867100
14.45666662,5.78125000
14.46166662,5.03506400
14.46666662,5.40846400
14.47166662,4.28949300
14.47666662,5.22207200
14.48166662,6.15403500
14.48666662,5.59485700
14.49166662,5.03506400
14.49666662,3.72970000
14.50166662,3.72970000
14.50666662,3.72970000
14.51166662,2.98351400
14.51666662,4.10248500
14.52166662,1.30536400
14.52666662,2.61072800
14.53166662,-0.18639270
14.53666662,0.55917820
14.54166662,0.18639270
14.54666662,-0.93196360
14.55166662,-1.11897100
14.55666662,-1.67815000
14.56166662,-2.61072800
14.56666662,-1.67815000
14.57166662,-2.23794300
14.57666661,-2.05093500
14.58166661,-0.74557080
14.58666661,-0.93196360
14.59166661,-1.67815000
14.59666661,-1.11897100
14.60166661,-0.74557080
14.60666661,-0.74557080
14.61166661,-1.86454200
14.61666661,0.00000000
14.62166661,-1.67815000
14.62666661,-2.23794300
14.63166661,-2.42433500
14.63666661,-1.67815000
14.64166661,-2.23794300
14.64666661,-2.23794300
14.65166661,-4.10248500
14.65666661,-2.42433500
14.66166661,-4.28949300
14.66666661,-4.47588600
14.67166661,-3.91609200
14.67666661,-4.28949300
14.68166661,-4.84867100
14.68666661,-3.91609200
14.69166661,-3.72970000
14.69666661,-5.03506400
14.70166661,-4.10248500
14.70666661,-4.47588600
14.71166661,-4.28949300
14.71666661,-4.84867100
14.72166661,-5.03506400
14.72666661,-5.22207200
14.73166661,-5.59485700
14.73666661,-5.96764200
14.74166661,-7.27362200
14.74666661,-7.64640700
14.75166661,-6.90022100
14.75666661,-7.83279900
14.76166661,-8.20558500
14.76666661,-8.76537800
14.77166661,-8.76537800
14.77666661,-8.39259300
14.78166661,-9.69795700
14.78666661,-10.07074000
14.79166661,-9.51156400
14.79666661,-9.13816400
14.80166661,-11.00332000
14.80666661,-9.32455600
14.81166661,-9.69795700
14.81666661,-8.76537800
14.82166661,-9.13816400
14.82666661,-8.20558500
14.83166661,-7.46001400
14.83666661,-7.27362200
14.84166661,-6.90022100
14.84666661,-5.40846400
14.85166661,-5.78125000
14.85666661,-5.22207200
14.86166661,-4.66227800
14.86666661,-5.03506400
14.87166661,-5.22207200
14.87666661,-4.10248500
14.88166661,-4.28949300
14.88666661,-4.84867100
14.89166661,-4.47588600
14.89666661,-4.47588600
14.90166661,-4.84867100
14.90666661,-4.84867100
14.91166661,-4.28949300
14.91666661,-3.91609200
14.92166661,-3.35691400
14.92666661,-2.98351400
14.93166661,-4.66227800
14.93666661,-3.54330700
14.94166661,-3.91609200
14.94666661,-2.23794300
14.95166661,-3.35691400
14.95666661,-2.61072800
14.96166661,-2.05093500
14.96666661,-2.05093500
14.97166660,-2.79712100
14.97666660,-2.42433500
14.98166660,-2.98351400
14.98666660,-2.42433500
14.99166660,-2.79712100
14.99666660,-3.17052100
15.00166660,-3.91609200
15.00666660,-2.61072800
15.01166660,-2.05093500
15.01666660,-3.91609200
15.02166660,-4.84867100
15.02666660,-4.28949300
15.03166660,-4.47588600
15.03666660,-3.91609200
15.04166660,-4.47588600
15.04666660,-4.47588600
15.05166660,-3.91609200
15.05666660,-3.54330700
15.06166660,-4.84867100
15.06666660,-3.54330700
15.07166660,-4.10248500
15.07666660,-4.10248500
15.08166660,-3.72970000
15.08666660,-3.54330700
15.09166660,-2.98351400
15.09666660,-3.17052100
15.10166660,-2.98351400
15.10666660,-2.42433500
15.11166660,-2.05093500
15.11666660,-2.79712100
15.12166660,-4.10248500
15.12666660,-3.17052100
15.13166660,-2.98351400
15.13666660,-2.79712100
15.14166660,-2.61072800
15.14666660,-3.54330700
15.15166660,-3.54330700
15.15666660,-2.98351400
15.16166660,-2.61072800
15.16666660,-3.72970000
15.17166660,-4.10248500
15.17666660,-2.98351400
15.18166660,-3.72970000
15.18666660,-2.98351400
15.19166660,-2.61072800
15.19666660,-2.61072800
15.20166660,-1.67815000
15.20666660,-1.30536400
15.21166660,-0.93196360
15.21666660,-0.55917820
15.22166660,-0.74557080
15.22666660,0.18639270
15.23166660,-0.55917820
15.23666660,1.11897100
15.24166660,0.93196360
15.24666660,1.67815000
15.25166660,1.30536400
15.25666660,2.05093500
15.26166660,1.30536400
15.26666660,3.54330700
15.27166660,2.79712100
15.27666660,3.72970000
15.28166660,4.28949300
15.28666660,4.28949300
15.29166660,5.22207200
15.29666660,5.78125000
15.30166660,4.84867100
15.30666660,6.15403500
15.31166660,6.90022100
15.31666660,6.71382900
15.32166660,8.01919300
15.32666660,7.64640700
15.33166660,8.20558500
15.33666660,8.57898500
15.34166660,8.57898500
15.34666660,9.88435100
15.35166660,8.95177200
15.35666660,8.95177200
15.36166660,8.57898500
15.36666660,9.13816400
15.37166659,8.57898500
15.37666659,9.51156400
15.38166659,7.64640700
15.38666659,7.83279900
15.39166659,7.08661400
15.39666659,8.20558500
15.40166659,7.83279900
15.40666659,7.83279900
15.41166659,6.90022100
15.41666659,7.08661400
15.42166659,6.34104300
15.42666659,6.71382900
15.43166659,6.71382900
15.43666659,7.46001400
15.44166659,6.15403500
15.44666659,7.64640700
15.45166659,6.34104300
15.45666659,6.34104300
15.46166659,5.40846400
15.46666659,5.78125000
15.47166659,4.84867100
15.47666659,5.59485700
15.48166659,5.03506400
15.48666659,6.34104300
15.49166659,4.28949300
15.49666659,4.66227800
15.50166659,4.10248500
15.50666659,6.52743600
15.51166659,3.72970000
15.51666659,3.17052100
15.52166659,3.72970000
15.52666659,4.47588600
15.53166659,4.66227800
15.53666659,5.03506400
15.54166659,4.47588600
15.54666659,4.10248500
15.55166659,5.22207200
15.55666659,5.03506400
15.56166659,5.22207200
15.56666659,5.03506400
15.57166659,4.47588600
15.57666659,4.28949300
15.58166659,4.10248500
15.58666659,4.28949300
15.59166659,4.84867100
15.59666659,4.66227800
15.60166659,3.91609200
15.60666659,4.47588600
15.61166659,4.10248500
15.61666659,4.28949300
15.62166659,3.91609200
15.62666659,4.10248500
15.63166659,4.66227800
15.63666659,4.28949300
15.64166659,3.72970000
15.64666659,3.35691400
15.65166659,4.47588600
15.65666659,3.91609200
15.66166659,4.66227800
15.66666659,4.66227800
15.67166659,3.72970000
15.67666659,3.72970000
15.68166659,4.47588600
15.68666659,3.17052100
15.69166659,3.54330700
15.69666659,3.72970000
15.70166659,4.28949300
15.70666659,4.84867100
15.71166659,2.98351400
15.71666659,5.59485700
15.72166659,4.84867100
15.72666659,4.84867100
15.73166659,4.66227800
15.73666659,5.59485700
15.74166659,4.84867100
15.74666659,4.28949300
15.75166659,4.84867100
15.75666659,6.15403500
15.76166659,5.22207200
15.76666658,4.28949300
15.77166658,4.66227800
15.77666658,4.47588600
15.78166658,3.54330700
15.78666658,2.79712100
15.79166658,1.49175700
15.79666658,2.05093500
15.80166658,0.55917820
15.80666658,0.55917820
15.81166658,-0.74557080
15.81666658,-0.18639270
15.82166658,-1.49175700
15.82666658,-0.93196360
15.83166658,-2.23794300
15.83666658,-1.11897100
15.84166658,-2.05093500
15.84666658,-1.67815000
15.85166658,-1.30536400
15.85666658,-1.67815000
15.86166658,-1.49175700
15.86666658,-1.11897100
15.87166658,-0.93196360
15.87666658,-0.55917820
15.88166658,-0.93196360
15.88666658,-0.93196360
15.89166658,-1.86454200
15.89666658,-0.74557080
15.90166658,-2.05093500
15.90666658,-2.05093500
15.91166658,-1.86454200
15.91666658,-1.49175700
15.92166658,-2.98351400
15.92666658,-2.79712100
15.93166658,-3.17052100
15.93666658,-2.98351400
15.94166658,-4.47588600
15.94666658,-3.35691400
15.95166658,-4.10248500
15.95666658,-4.47588600
15.96166658,-4.47588600
15.96666658,-5.03506400
15.97166658,-4.10248500
15.97666658,-5.22207200
15.98166658,-5.22207200
15.98666658,-5.40846400
15.99166658,-6.71382900
15.99666658,-6.15403500
16.00166658,-5.03506400
16.00666658,-7.27362200
16.01166658,-5.40846400
16.01666658,-7.27362200
16.02166658,-8.01919300
16.02666658,-6.52743600
16.03166658,-8.76537800
16.03666658,-8.95177200
16.04166658,-8.76537800
16.04666658,-8.39259300
16.05166658,-9.13816400
16.05666658,-9.69795700
16.06166658,-9.32455600
16.06666658,-10.63054000
16.07166658,-10.07074000
16.07666658,-10.07074000
16.08166658,-10.07074000
16.08666658,-8.57898500
16.09166658,-8.76537800
16.09666658,-8.57898500
16.10166658,-8.01919300
16.10666658,-7.08661400
16.11166658,-6.90022100
16.11666658,-6.34104300
16.12166658,-5.96764200
16.12666658,-5.40846400
16.13166658,-4.47588600
16.13666658,-4.66227800
16.14166658,-4.66227800
16.14666658,-4.28949300
16.15166658,-5.40846400
16.15666658,-3.54330700
16.16166657,-5.96764200
16.16666657,-5.03506400
16.17166657,-6.34104300
16.17666657,-4.10248500
16.18166657,-4.28949300
16.18666657,-3.91609200
16.19166657,-4.28949300
16.19666657,-3.72970000
16.20166657,-5.03506400
16.20666657,-2.61072800
16.21166657,-4.28949300
16.21666657,-3.35691400
16.22166657,-2.61072800
16.22666657,-0.93196360
16.23166657,-2.05093500
16.23666657,-2.61072800
16.24166657,-2.98351400
16.24666657,-2.98351400
16.25166657,-2.98351400
16.25666657,-2.98351400
16.26166657,-2.79712100
16.26666657,-3.91609200
16.27166657,-2.05093500
16.27666657,-3.17052100
16.28166657,-3.91609200
16.28666657,-3.35691400
16.29166657,-3.54330700
16.29666657,-4.47588600
16.30166657,-5.03506400
16.30666657,-4.47588600
16.31166657,-3.91609200
16.31666657,-4.47588600
16.32166657,-3.54330700
16.32666657,-4.66227800
16.33166657,-3.91609200
16.33666657,-5.03506400
16.34166657,-2.98351400
16.34666657,-4.10248500
16.35166657,-3.35691400
16.35666657,-4.10248500
16.36166657,-3.54330700
16.36666657,-3.17052100
16.37166657,-2.98351400
16.37666657,-3.17052100
16.38166657,-2.79712100
16.38666657,-2.42433500
16.39166657,-2.23794300
16.39666657,-3.91609200
16.40166657,-3.17052100
16.40666657,-3.17052100
16.41166657,-3.54330700
16.41666657,-3.17052100
16.42166657,-3.72970000
16.42666657,-5.03506400
16.43166657,-3.91609200
16.43666657,-4.84867100
16.44166657,-4.47588600
16.44666657,-5.03506400
16.45166657,-3.54330700
16.45666657,-3.35691400
16.46166657,-3.91609200
16.46666657,-2.79712100
16.47166657,-2.98351400
16.47666657,-2.05093500
16.48166657,-2.42433500
16.48666657,-0.37278540
16.49166657,-0.37278540
16.49666657,-0.93196360
16.50166657,0.18639270
16.50666657,1.11897100
16.51166657,1.30536400
16.51666657,2.23794300
16.52166657,1.49175700
16.52666657,3.17052100
16.53166657,2.98351400
16.53666657,3.35691400
16.54166657,4.28949300
16.54666657,3.35691400
16.55166657,3.72970000
16.55666656,4.28949300
16.56166656,4.84867100
16.56666656,5.22207200
16.57166656,5.59485700
16.57666656,6.15403500
16.58166656,5.59485700
16.58666656,7.46001400
16.59166656,6.52743600
16.59666656,8.39259300
16.60166656,7.08661400
16.60666656,8.57898500
16.61166656,7.83279900
16.61666656,9.51156400
16.62166656,7.27362200
16.62666656,8.57898500
16.63166656,8.39259300
16.63666656,8.39259300
16.64166656,7.64640700
16.64666656,8.95177200
16.65166656,7.83279900
16.65666656,8.39259300
16.66166656,7.46001400
16.66666656,7.64640700
16.67166656,7.08661400
16.67666656,7.46001400
16.68166656,7.46001400
16.68666656,6.15403500
16.69166656,6.52743600
16.69666656,6.52743600
16.70166656,6.34104300
16.70666656,6.90022100
16.71166656,5.78125000
16.71666656,4.66227800
16.72166656,5.03506400
16.72666656,6.34104300
16.73166656,5.59485700
16.73666656,5.03506400
16.74166656,5.03506400
16.74666656,5.59485700
16.75166656,5.22207200
16.75666656,5.03506400
16.76166656,4.84867100
16.76666656,5.59485700
16.77166656,5.40846400
16.77666656,4.28949300
16.78166656,4.28949300
16.78666656,4.66227800
16.79166656,3.91609200
16.79666656,4.84867100
16.80166656,4.84867100
16.80666656,4.66227800
16.81166656,3.72970000
16.81666656,5.22207200
16.82166656,5.59485700
16.82666656,4.84867100
16.83166656,4.28949300
16.83666656,4.84867100
16.84166656,4.66227800
16.84666656,4.47588600
16.85166656,3.91609200
16.85666656,4.28949300
16.86166656,4.47588600
16.86666656,3.72970000
16.87166656,4.84867100
16.87666656,4.66227800
16.88166656,3.72970000
16.88666656,4.84867100
16.89166656,5.22207200
16.89666656,4.47588600
16.90166656,4.66227800
16.90666656,4.66227800
16.91166656,4.28949300
16.91666656,4.84867100
16.92166656,4.10248500
16.92666656,4.47588600
16.93166656,4.66227800
16.93666656,4.28949300
16.94166656,2.79712100
16.94666656,4.66227800
16.95166655,4.84867100
16.95666655,4.28949300
16.96166655,4.10248500
16.96666655,5.22207200
16.97166655,4.66227800
16.97666655,3.91609200
16.98166655,4.47588600
16.98666655,5.22207200
16.99166655,4.10248500
16.99666655,5.59485700
17.00166655,4.66227800
17.00666655,5.59485700
17.01166655,4.66227800
17.01666655,6.34104300
17.02166655,5.22207200
17.02666655,6.15403500
17.03166655,4.66227800
17.03666655,4.66227800
17.04166655,4.66227800
17.04666655,4.47588600
17.05166655,4.28949300
17.05666655,2.61072800
17.06166655,2.98351400
17.06666655,1.49175700
17.07166655,0.93196360
17.07666655,0.18639270
17.08166655,-0.18639270
17.08666655,-0.74557080
17.09166655,-0.37278540
17.09666655,-1.67815000
17.10166655,-1.67815000
17.10666655,-2.61072800
17.11166655,-2.61072800
17.11666655,-1.86454200
17.12166655,-3.17052100
17.12666655,-1.30536400
17.13166655,-0.37278540
17.13666655,-2.05093500
17.14166655,-1.11897100
17.14666655,-1.11897100
17.15166655,-0.55917820
17.15666655,-1.30536400
17.16166655,-1.11897100
17.16666655,-1.30536400
17.17166655,-2.23794300
17.17666655,-2.61072800
17.18166655,-1.67815000
17.18666655,-3.17052100
17.19166655,-2.05093500
17.19666655,-3.35691400
17.20166655,-3.91609200
17.20666655,-3.91609200
17.21166655,-3.72970000
17.21666655,-4.47588600
17.22166655,-3.17052100
17.22666655,-3.17052100
17.23166655,-4.10248500
17.23666655,-3.91609200
17.24166655,-4.28949300
17.24666655,-5.03506400
17.25166655,-3.91609200
17.25666655,-5.40846400
17.26166655,-5.03506400
17.26666655,-4.47588600
17.27166655,-4.84867100
17.27666655,-5.40846400
17.28166655,-6.71382900
17.28666655,-5.96764200
17.29166655,-6.90022100
17.29666655,-6.90022100
17.30166655,-7.27362200
17.30666655,-7.83279900
17.31166655,-8.76537800
17.31666655,-9.13816400
17.32166655,-8.76537800
17.32666655,-8.76537800
17.33166655,-9.69795700
17.33666655,-9.88435100
17.34166655,-10.81693000
17.34666654,-9.32455600
17.35166654,-9.51156400
17.35666654,-10.25714000
17.36166654,-8.57898500
17.36666654,-8.57898500
17.37166654,-8.57898500
17.37666654,-6.71382900
17.38166654,-6.90022100
17.38666654,-6.52743600
17.39166654,-5.59485700
17.39666654,-6.34104300
17.40166654,-4.84867100
17.40666654,-4.66227800
17.41166654,-5.03506400
17.41666654,-4.84867100
17.42166654,-4.10248500
17.42666654,-4.10248500
17.43166654,-4.66227800
17.43666654,-3.17052100
17.44166654,-5.22207200
17.44666654,-3.54330700
17.45166654,-4.10248500
17.45666654,-4.66227800
17.46166654,-4.10248500
17.46666654,-3.91609200
17.47166654,-4.84867100
17.47666654,-3.91609200
17.48166654,-4.10248500
17.48666654,-2.61072800
17.49166654,-4.28949300
17.49666654,-2.98351400
17.50166654,-3.54330700
17.50666654,-3.17052100
17.51166654,-3.72970000
17.51666654,-2.98351400
17.52166654,-3.17052100
17.52666654,-2.79712100
17.53166654,-2.98351400
17.53666654,-2.61072800
17.54166654,-2.42433500
17.54666654,-3.35691400
17.55166654,-3.91609200
17.55666654,-4.10248500
17.56166654,-3.91609200
17.56666654,-4.10248500
17.57166654,-4.47588600
17.57666654,-5.03506400
17.58166654,-4.10248500
17.58666654,-3.91609200
17.59166654,-3.91609200
17.59666654,-3.54330700
17.60166654,-5.22207200
17.60666654,-5.22207200
17.61166654,-4.47588600
17.61666654,-4.84867100
17.62166654,-4.10248500
17.62666654,-3.91609200
17.63166654,-3.35691400
17.63666654,-2.05093500
17.64166654,-2.79712100
17.64666654,-2.42433500
17.65166654,-2.42433500
17.65666654,-3.54330700
17.66166654,-2.61072800
17.66666654,-2.79712100
17.67166654,-3.17052100
17.67666654,-3.91609200
17.68166654,-2.61072800
17.68666654,-3.35691400
17.69166654,-2.61072800
17.69666654,-3.72970000
17.70166654,-3.72970000
17.70666654,-4.10248500
17.71166654,-3.91609200
17.71666654,-3.72970000
17.72166654,-3.54330700
17.72666654,-3.91609200
17.73166654,-3.17052100
17.73666654,-1.67815000
17.74166654,-2.05093500
17.74666653,-2.98351400
17.75166653,-1.30536400
17.75666653,-1.11897100
17.76166653,-1.49175700
17.76666653,-1.11897100
17.77166653,0.00000000
17.77666653,0.00000000
17.78166653,0.93196360
17.78666653,1.11897100
17.79166653,1.11897100
17.79666653,1.49175700
17.80166653,3.35691400
17.80666653,3.35691400
17.81166653,3.72970000
17.81666653,3.35691400
17.82166653,3.72970000
17.82666653,3.91609200
17.83166653,4.28949300
17.83666653,4.66227800
17.84166653,5.40846400
17.84666653,5.78125000
17.85166653,6.52743600
17.85666653,6.15403500
17.86166653,6.71382900
17.86666653,7.64640700
17.87166653,7.08661400
17.87666653,8.39259300
17.88166653,7.83279900
17.88666653,9.32455600
17.89166653,8.39259300
17.89666653,9.32455600
17.90166653,8.39259300
17.90666653,9.32455600
17.91166653,7.83279900
17.91666653,8.95177200
17.92166653,8.01919300
17.92666653,9.32455600
17.93166653,8.01919300
17.93666653,7.64640700
17.94166653,7.08661400
17.94666653,7.83279900
17.95166653,6.34104300
17.95666653,8.01919300
17.96166653,6.15403500
17.96666653,6.34104300
17.97166653,6.15403500
17.97666653,5.59485700
17.98166653,6.34104300
17.98666653,7.08661400
17.99166653,4.47588600
17.99666653,6.52743600
18.00166653,5.22207200
18.00666653,5.22207200
18.01166653,4.66227800
18.01666653,5.78125000
