Zeit (ms),Kanal A (mV)
-13.56833267,3.35691400
-13.56333267,5.22207200
-13.55833267,5.22207200
-13.55333267,5.22207200
-13.54833267,4.10248500
-13.54333267,4.84867100
-13.53833267,3.91609200
-13.53333267,5.03506400
-13.52833268,4.28949300
-13.52333268,5.22207200
-13.51833268,4.10248500
-13.51333268,5.96764200
-13.50833268,5.22207200
-13.50333268,5.22207200
-13.49833268,4.66227800
-13.49333268,5.78125000
-13.48833268,4.47588600
-13.48333268,5.22207200
-13.47833268,4.10248500
-13.47333268,4.10248500
-13.46833268,4.28949300
-13.46333268,2.98351400
-13.45833268,0.93196360
-13.45333268,1.30536400
-13.44833268,0.18639270
-13.44333268,-0.37278540
-13.43833268,-0.55917820
-13.43333268,-1.30536400
-13.42833268,-0.74557080
-13.42333268,-1.67815000
-13.41833268,-2.23794300
-13.41333268,-1.30536400
-13.40833268,-2.61072800
-13.40333268,-1.49175700
-13.39833268,-1.67815000
-13.39333268,-2.79712100
-13.38833268,-0.74557080
-13.38333268,-0.37278540
-13.37833268,-1.30536400
-13.37333268,-1.67815000
-13.36833268,-1.67815000
-13.36333268,-1.11897100
-13.35833268,-1.11897100
-13.35333268,-2.42433500
-13.34833268,-1.86454200
-13.34333268,-1.49175700
-13.33833268,-3.17052100
-13.33333268,-2.23794300
-13.32833268,-2.79712100
-13.32333268,-3.17052100
-13.31833268,-3.35691400
-13.31333268,-3.54330700
-13.30833268,-4.47588600
-13.30333268,-3.35691400
-13.29833268,-4.10248500
-13.29333268,-4.10248500
-13.28833268,-4.47588600
-13.28333268,-4.47588600
-13.27833268,-4.47588600
-13.27333268,-4.47588600
-13.26833268,-5.03506400
-13.26333268,-4.10248500
-13.25833268,-5.96764200
-13.25333268,-5.22207200
-13.24833268,-6.34104300
-13.24333268,-5.78125000
-13.23833268,-7.83279900
-13.23333268,-7.27362200
-13.22833268,-6.90022100
-13.22333268,-7.83279900
-13.21833268,-8.57898500
-13.21333268,-9.51156400
-13.20833268,-9.32455600
-13.20333268,-8.57898500
-13.19833268,-8.95177200
-13.19333268,-9.13816400
-13.18833268,-9.69795700
-13.18333268,-9.69795700
-13.17833268,-9.13816400
-13.17333268,-9.51156400
-13.16833268,-9.51156400
-13.16333268,-8.20558500
-13.15833268,-8.57898500
-13.15333268,-7.83279900
-13.14833268,-7.46001400
-13.14333268,-6.15403500
-13.13833268,-6.15403500
-13.13333269,-4.66227800
-13.12833269,-5.40846400
-13.12333269,-5.40846400
-13.11833269,-4.84867100
-13.11333269,-5.40846400
-13.10833269,-4.66227800
-13.10333269,-4.84867100
-13.09833269,-4.28949300
-13.09333269,-4.66227800
-13.08833269,-4.84867100
-13.08333269,-4.28949300
-13.07833269,-5.22207200
-13.07333269,-5.22207200
-13.06833269,-4.47588600
-13.06333269,-3.91609200
-13.05833269,-4.66227800
-13.05333269,-3.91609200
-13.04833269,-3.91609200
-13.04333269,-3.91609200
-13.03833269,-3.54330700
-13.03333269,-2.98351400
-13.02833269,-4.84867100
-13.02333269,-1.67815000
-13.01833269,-3.17052100
-13.01333269,-2.61072800
-13.00833269,-3.17052100
-13.00333269,-2.61072800
-12.99833269,-2.98351400
-12.99333269,-2.42433500
-12.98833269,-4.10248500
-12.98333269,-3.17052100
-12.97833269,-3.54330700
-12.97333269,-3.72970000
-12.96833269,-5.22207200
-12.96333269,-3.54330700
-12.95833269,-4.66227800
-12.95333269,-4.84867100
-12.94833269,-4.47588600
-12.94333269,-4.10248500
-12.93833269,-4.66227800
-12.93333269,-4.47588600
-12.92833269,-3.91609200
-12.92333269,-3.72970000
-12.91833269,-4.47588600
-12.91333269,-4.84867100
-12.90833269,-3.91609200
-12.90333269,-3.54330700
-12.89833269,-2.98351400
-12.89333269,-2.98351400
-12.88833269,-2.23794300
-12.88333269,-2.23794300
-12.87833269,-3.54330700
-12.87333269,-3.54330700
-12.86833269,-3.17052100
-12.86333269,-3.17052100
-12.85833269,-2.61072800
-12.85333269,-2.98351400
-12.84833269,-3.17052100
-12.84333269,-1.67815000
-12.83833269,-3.54330700
-12.83333269,-2.61072800
-12.82833269,-3.54330700
-12.82333269,-3.91609200
-12.81833269,-4.10248500
-12.81333269,-3.54330700
-12.80833269,-3.17052100
-12.80333269,-2.23794300
-12.79833269,-2.61072800
-12.79333269,-2.42433500
-12.78833269,-2.98351400
-12.78333269,-2.05093500
-12.77833269,-3.35691400
-12.77333269,-1.49175700
-12.76833269,-1.30536400
-12.76333269,0.37278540
-12.75833269,-1.67815000
-12.75333269,0.37278540
-12.74833269,0.00000000
-12.74333269,0.55917820
-12.73833269,1.11897100
-12.73333270,1.49175700
-12.72833270,1.86454200
-12.72333270,2.42433500
-12.71833270,2.79712100
-12.71333270,2.98351400
-12.70833270,3.91609200
-12.70333270,4.47588600
-12.69833270,4.84867100
-12.69333270,5.22207200
-12.68833270,4.66227800
-12.68333270,7.46001400
-12.67833270,6.52743600
-12.67333270,6.52743600
-12.66833270,6.15403500
-12.66333270,6.71382900
-12.65833270,7.08661400
-12.65333270,8.01919300
-12.64833270,8.01919300
-12.64333270,8.95177200
-12.63833270,8.76537800
-12.63333270,9.13816400
-12.62833270,8.01919300
-12.62333270,8.76537800
-12.61833270,8.39259300
-12.61333270,8.95177200
-12.60833270,8.76537800
-12.60333270,8.39259300
-12.59833270,8.76537800
-12.59333270,8.95177200
-12.58833270,8.01919300
-12.58333270,6.71382900
-12.57833270,7.08661400
-12.57333270,7.27362200
-12.56833270,7.64640700
-12.56333270,7.46001400
-12.55833270,6.71382900
-12.55333270,6.90022100
-12.54833270,7.27362200
-12.54333270,7.64640700
-12.53833270,7.46001400
-12.53333270,5.96764200
-12.52833270,5.78125000
-12.52333270,6.90022100
-12.51833270,5.59485700
-12.51333270,6.52743600
-12.50833270,4.28949300
-12.50333270,5.59485700
-12.49833270,4.47588600
-12.49333270,5.22207200
-12.48833270,4.28949300
-12.48333270,4.28949300
-12.47833270,4.28949300
-12.47333270,4.66227800
-12.46833270,3.91609200
-12.46333270,4.84867100
-12.45833270,3.72970000
-12.45333270,3.72970000
-12.44833270,4.47588600
-12.44333270,5.22207200
-12.43833270,5.22207200
-12.43333270,5.40846400
-12.42833270,4.66227800
-12.42333270,4.28949300
-12.41833270,4.84867100
-12.41333270,5.59485700
-12.40833270,5.03506400
-12.40333270,4.84867100
-12.39833270,4.10248500
-12.39333270,4.66227800
-12.38833270,3.91609200
-12.38333270,4.10248500
-12.37833270,3.72970000
-12.37333270,4.10248500
-12.36833270,3.35691400
-12.36333270,4.66227800
-12.35833270,3.72970000
-12.35333270,3.91609200
-12.34833270,4.84867100
-12.34333270,4.28949300
-12.33833271,4.10248500
-12.33333271,3.91609200
-12.32833271,3.17052100
-12.32333271,4.47588600
-12.31833271,3.91609200
-12.31333271,4.47588600
-12.30833271,4.10248500
-12.30333271,3.91609200
-12.29833271,4.47588600
-12.29333271,4.66227800
-12.28833271,4.84867100
-12.28333271,4.84867100
-12.27833271,4.66227800
-12.27333271,4.28949300
-12.26833271,4.84867100
-12.26333271,4.66227800
-12.25833271,4.84867100
-12.25333271,5.22207200
-12.24833271,5.78125000
-12.24333271,5.40846400
-12.23833271,4.47588600
-12.23333271,5.22207200
-12.22833271,4.84867100
-12.22333271,4.47588600
-12.21833271,5.59485700
-12.21333271,4.84867100
-12.20833271,4.28949300
-12.20333271,3.54330700
-12.19833271,3.91609200
-12.19333271,2.79712100
-12.18833271,2.79712100
-12.18333271,1.11897100
-12.17833271,1.49175700
-12.17333271,1.11897100
-12.16833271,0.18639270
-12.16333271,-2.05093500
-12.15833271,-1.67815000
-12.15333271,-2.05093500
-12.14833271,-1.86454200
-12.14333271,-1.30536400
-12.13833271,-1.30536400
-12.13333271,-1.49175700
-12.12833271,-0.74557080
-12.12333271,-1.11897100
-12.11833271,-1.49175700
-12.11333271,-1.67815000
-12.10833271,0.00000000
-12.10333271,-0.37278540
-12.09833271,-1.30536400
-12.09333271,-0.93196360
-12.08833271,-1.30536400
-12.08333271,-0.18639270
-12.07833271,-1.67815000
-12.07333271,-1.67815000
-12.06833271,-2.05093500
-12.06333271,-2.61072800
-12.05833271,-2.23794300
-12.05333271,-2.98351400
-12.04833271,-3.35691400
-12.04333271,-4.47588600
-12.03833271,-4.47588600
-12.03333271,-4.28949300
-12.02833271,-4.10248500
-12.02333271,-4.47588600
-12.01833271,-3.35691400
-12.01333271,-4.66227800
-12.00833271,-5.40846400
-12.00333271,-3.54330700
-11.99833271,-4.66227800
-11.99333271,-4.66227800
-11.98833271,-5.22207200
-11.98333271,-4.84867100
-11.97833271,-6.71382900
-11.97333271,-6.34104300
-11.96833271,-6.71382900
-11.96333271,-6.52743600
-11.95833271,-6.71382900
-11.95333271,-7.27362200
-11.94833271,-7.27362200
-11.94333272,-8.57898500
-11.93833272,-9.13816400
-11.93333272,-8.76537800
-11.92833272,-9.88435100
-11.92333272,-10.25714000
-11.91833272,-9.88435100
-11.91333272,-8.76537800
-11.90833272,-10.25714000
-11.90333272,-9.69795700
-11.89833272,-10.25714000
-11.89333272,-8.76537800
-11.88833272,-9.51156400
-11.88333272,-8.95177200
-11.87833272,-7.46001400
-11.87333272,-7.27362200
-11.86833272,-7.83279900
-11.86333272,-5.03506400
-11.85833272,-5.96764200
-11.85333272,-4.84867100
-11.84833272,-4.47588600
-11.84333272,-4.47588600
-11.83833272,-5.40846400
-11.83333272,-3.72970000
-11.82833272,-4.66227800
-11.82333272,-4.84867100
-11.81833272,-4.10248500
-11.81333272,-4.47588600
-11.80833272,-4.47588600
-11.80333272,-3.91609200
-11.79833272,-4.47588600
-11.79333272,-4.10248500
-11.78833272,-5.22207200
-11.78333272,-3.35691400
-11.77833272,-3.91609200
-11.77333272,-2.23794300
-11.76833272,-2.98351400
-11.76333272,-2.23794300
-11.75833272,-2.42433500
-11.75333272,-2.23794300
-11.74833272,-2.23794300
-11.74333272,-3.35691400
-11.73833272,-2.61072800
-11.73333272,-2.98351400
-11.72833272,-2.61072800
-11.72333272,-2.98351400
-11.71833272,-2.98351400
-11.71333272,-3.54330700
-11.70833272,-3.35691400
-11.70333272,-3.54330700
-11.69833272,-3.54330700
-11.69333272,-3.91609200
-11.68833272,-4.28949300
-11.68333272,-4.66227800
-11.67833272,-4.84867100
-11.67333272,-4.47588600
-11.66833272,-4.10248500
-11.66333272,-3.91609200
-11.65833272,-3.54330700
-11.65333272,-4.10248500
-11.64833272,-3.72970000
-11.64333272,-4.28949300
-11.63833272,-2.79712100
-11.63333272,-3.17052100
-11.62833272,-2.79712100
-11.62333272,-3.35691400
-11.61833272,-2.61072800
-11.61333272,-2.61072800
-11.60833272,-2.05093500
-11.60333272,-2.42433500
-11.59833272,-2.05093500
-11.59333272,-2.23794300
-11.58833272,-3.17052100
-11.58333272,-2.23794300
-11.57833272,-3.35691400
-11.57333272,-3.72970000
-11.56833272,-3.17052100
-11.56333272,-2.79712100
-11.55833272,-3.17052100
-11.55333272,-2.79712100
-11.54833273,-2.98351400
-11.54333273,-3.17052100
-11.53833273,-3.17052100
-11.53333273,-3.17052100
-11.52833273,-3.35691400
-11.52333273,-2.42433500
-11.51833273,-2.23794300
-11.51333273,-2.05093500
-11.50833273,-2.79712100
-11.50333273,-1.30536400
-11.49833273,-0.93196360
-11.49333273,-1.49175700
-11.48833273,-1.67815000
-11.48333273,-0.74557080
-11.47833273,0.18639270
-11.47333273,1.11897100
-11.46833273,0.93196360
-11.46333273,1.86454200
-11.45833273,0.93196360
-11.45333273,1.67815000
-11.44833273,2.42433500
-11.44333273,2.98351400
-11.43833273,3.72970000
-11.43333273,4.28949300
-11.42833273,3.72970000
-11.42333273,4.10248500
-11.41833273,5.22207200
-11.41333273,5.78125000
-11.40833273,5.59485700
-11.40333273,6.90022100
-11.39833273,6.15403500
-11.39333273,7.64640700
-11.38833273,7.46001400
-11.38333273,8.01919300
-11.37833273,7.08661400
-11.37333273,7.83279900
-11.36833273,7.83279900
-11.36333273,8.76537800
-11.35833273,8.20558500
-11.35333273,8.76537800
-11.34833273,8.39259300
-11.34333273,8.20558500
-11.33833273,8.20558500
-11.33333273,8.57898500
-11.32833273,8.39259300
-11.32333273,8.95177200
-11.31833273,8.57898500
-11.31333273,7.83279900
-11.30833273,7.46001400
-11.30333273,7.27362200
-11.29833273,7.64640700
-11.29333273,7.08661400
-11.28833273,6.52743600
-11.28333273,7.08661400
-11.27833273,6.71382900
-11.27333273,6.90022100
-11.26833273,6.52743600
-11.26333273,6.90022100
-11.25833273,6.15403500
-11.25333273,6.90022100
-11.24833273,6.52743600
-11.24333273,5.59485700
-11.23833273,5.59485700
-11.23333273,4.84867100
-11.22833273,4.47588600
-11.22333273,5.03506400
-11.21833273,4.47588600
-11.21333273,4.28949300
-11.20833273,4.47588600
-11.20333273,4.10248500
-11.19833273,4.66227800
-11.19333273,4.66227800
-11.18833273,3.91609200
-11.18333273,3.72970000
-11.17833273,4.66227800
-11.17333273,3.91609200
-11.16833273,5.40846400
-11.16333273,4.47588600
-11.15833273,5.22207200
-11.15333274,4.28949300
-11.14833274,4.66227800
-11.14333274,4.10248500
-11.13833274,4.66227800
-11.13333274,5.03506400
-11.12833274,3.91609200
-11.12333274,3.72970000
-11.11833274,4.66227800
-11.11333274,3.35691400
-11.10833274,4.10248500
-11.10333274,4.28949300
-11.09833274,3.72970000
-11.09333274,3.91609200
-11.08833274,3.72970000
-11.08333274,3.72970000
-11.07833274,4.28949300
-11.07333274,4.28949300
-11.06833274,4.28949300
-11.06333274,3.91609200
-11.05833274,3.72970000
-11.05333274,3.35691400
-11.04833274,4.66227800
-11.04333274,2.79712100
-11.03833274,4.10248500
-11.03333274,3.17052100
-11.02833274,4.28949300
-11.02333274,4.28949300
-11.01833274,3.91609200
-11.01333274,3.72970000
-11.00833274,4.10248500
-11.00333274,4.10248500
-10.99833274,4.28949300
-10.99333274,4.84867100
-10.98833274,5.03506400
-10.98333274,5.40846400
-10.97833274,5.96764200
-10.97333274,4.66227800
-10.96833274,5.40846400
-10.96333274,5.03506400
-10.95833274,5.78125000
-10.95333274,4.84867100
-10.94833274,5.59485700
-10.94333274,3.72970000
-10.93833274,4.66227800
-10.93333274,3.35691400
-10.92833274,2.79712100
-10.92333274,3.72970000
-10.91833274,2.23794300
-10.91333274,1.86454200
-10.90833274,1.30536400
-10.90333274,0.93196360
-10.89833274,-0.37278540
-10.89333274,-1.30536400
-10.88833274,-1.67815000
-10.88333274,-2.98351400
-10.87833274,-1.49175700
-10.87333274,-1.30536400
-10.86833274,-2.05093500
-10.86333274,-1.49175700
-10.85833274,-2.05093500
-10.85333274,-1.86454200
-10.84833274,-1.86454200
-10.84333274,-1.30536400
-10.83833274,-0.55917820
-10.83333274,-0.93196360
-10.82833274,-0.37278540
-10.82333274,-0.55917820
-10.81833274,-0.74557080
-10.81333274,-0.55917820
-10.80833274,-2.05093500
-10.80333274,-1.67815000
-10.79833274,-2.05093500
-10.79333274,-2.23794300
-10.78833274,-3.17052100
-10.78333274,-3.72970000
-10.77833274,-3.17052100
-10.77333274,-3.91609200
-10.76833274,-4.10248500
-10.76333274,-3.54330700
-10.75833275,-4.10248500
-10.75333275,-3.72970000
-10.74833275,-3.72970000
-10.74333275,-4.84867100
-10.73833275,-4.47588600
-10.73333275,-4.84867100
-10.72833275,-4.47588600
-10.72333275,-4.47588600
-10.71833275,-5.03506400
-10.71333275,-4.84867100
-10.70833275,-6.34104300
-10.70333275,-5.40846400
-10.69833275,-7.83279900
-10.69333275,-6.34104300
-10.68833275,-7.83279900
-10.68333275,-7.27362200
-10.67833275,-7.83279900
-10.67333275,-7.64640700
-10.66833275,-8.95177200
-10.66333275,-9.88435100
-10.65833275,-10.07074000
-10.65333275,-9.13816400
-10.64833275,-9.69795700
-10.64333275,-9.69795700
-10.63833275,-9.69795700
-10.63333275,-8.95177200
-10.62833275,-9.51156400
-10.62333275,-9.51156400
-10.61833275,-8.76537800
-10.61333275,-8.20558500
-10.60833275,-8.01919300
-10.60333275,-6.71382900
-10.59833275,-6.71382900
-10.59333275,-5.78125000
-10.58833275,-5.59485700
-10.58333275,-5.96764200
-10.57833275,-5.59485700
-10.57333275,-4.47588600
-10.56833275,-4.47588600
-10.56333275,-4.10248500
-10.55833275,-4.28949300
-10.55333275,-4.10248500
-10.54833275,-5.03506400
-10.54333275,-3.91609200
-10.53833275,-3.91609200
-10.53333275,-4.28949300
-10.52833275,-4.47588600
-10.52333275,-3.91609200
-10.51833275,-5.03506400
-10.51333275,-4.10248500
-10.50833275,-5.03506400
-10.50333275,-3.17052100
-10.49833275,-3.17052100
-10.49333275,-3.72970000
-10.48833275,-3.17052100
-10.48333275,-3.17052100
-10.47833275,-2.23794300
-10.47333275,-2.98351400
-10.46833275,-2.98351400
-10.46333275,-2.61072800
-10.45833275,-3.17052100
-10.45333275,-2.98351400
-10.44833275,-2.98351400
-10.44333275,-3.54330700
-10.43833275,-3.54330700
-10.43333275,-3.54330700
-10.42833275,-3.54330700
-10.42333275,-3.17052100
-10.41833275,-3.54330700
-10.41333275,-3.91609200
-10.40833275,-4.28949300
-10.40333275,-2.98351400
-10.39833275,-4.28949300
-10.39333275,-3.91609200
-10.38833275,-3.54330700
-10.38333275,-2.98351400
-10.37833275,-4.66227800
-10.37333275,-4.28949300
-10.36833275,-4.47588600
-10.36333275,-3.17052100
-10.35833276,-4.28949300
-10.35333276,-3.54330700
-10.34833276,-2.61072800
-10.34333276,-2.05093500
-10.33833276,-3.91609200
-10.33333276,-2.61072800
-10.32833276,-2.61072800
-10.32333276,-2.98351400
-10.31833276,-2.23794300
-10.31333276,-3.17052100
-10.30833276,-3.54330700
-10.30333276,-2.23794300
-10.29833276,-2.98351400
-10.29333276,-3.54330700
-10.28833276,-3.54330700
-10.28333276,-3.17052100
-10.27833276,-4.28949300
-10.27333276,-3.35691400
-10.26833276,-3.91609200
-10.26333276,-3.72970000
-10.25833276,-3.54330700
-10.25333276,-2.05093500
-10.24833276,-2.98351400
-10.24333276,-2.23794300
-10.23833276,-3.17052100
-10.23333276,-1.67815000
-10.22833276,-2.61072800
-10.22333276,-0.37278540
-10.21833276,-1.30536400
-10.21333276,-1.49175700
-10.20833276,-2.05093500
-10.20333276,0.00000000
-10.19833276,0.93196360
-10.19333276,1.49175700
-10.18833276,1.11897100
-10.18333276,1.30536400
-10.17833276,1.86454200
-10.17333276,1.86454200
-10.16833276,2.79712100
-10.16333276,4.28949300
-10.15833276,4.66227800
-10.15333276,4.66227800
-10.14833276,4.66227800
-10.14333276,5.22207200
-10.13833276,5.22207200
-10.13333276,6.52743600
-10.12833276,6.15403500
-10.12333276,6.52743600
-10.11833276,6.15403500
-10.11333276,7.64640700
-10.10833276,6.71382900
-10.10333276,8.01919300
-10.09833276,7.08661400
-10.09333276,9.51156400
-10.08833276,7.64640700
-10.08333276,8.57898500
-10.07833276,8.39259300
-10.07333276,9.32455600
-10.06833276,8.20558500
-10.06333276,7.83279900
-10.05833276,7.46001400
-10.05333276,6.52743600
-10.04833276,7.27362200
-10.04333276,7.64640700
-10.03833276,7.64640700
-10.03333276,8.01919300
-10.02833276,7.08661400
-10.02333276,8.01919300
-10.01833276,7.08661400
-10.01333276,7.64640700
-10.00833276,7.08661400
-10.00333276,6.90022100
-9.99833276,6.90022100
-9.99333276,5.96764200
-9.98833276,5.40846400
-9.98333276,5.22207200
-9.97833276,5.78125000
-9.97333276,5.40846400
-9.96833276,5.22207200
-9.96333277,4.84867100
-9.95833277,4.47588600
-9.95333277,5.22207200
-9.94833277,4.84867100
-9.94333277,4.10248500
-9.93833277,4.84867100
-9.93333277,4.28949300
-9.92833277,4.47588600
-9.92333277,3.17052100
-9.91833277,4.28949300
-9.91333277,4.84867100
-9.90833277,3.35691400
-9.90333277,4.10248500
-9.89833277,4.10248500
-9.89333277,4.66227800
-9.88833277,4.84867100
-9.88333277,4.66227800
-9.87833277,4.10248500
-9.87333277,4.84867100
-9.86833277,4.66227800
-9.86333277,4.10248500
-9.85833277,3.91609200
-9.85333277,3.91609200
-9.84833277,3.72970000
-9.84333277,3.72970000
-9.83833277,2.79712100
-9.83333277,5.03506400
-9.82833277,3.72970000
-9.82333277,4.84867100
-9.81833277,3.35691400
-9.81333277,4.28949300
-9.80833277,4.28949300
-9.80333277,4.66227800
-9.79833277,4.10248500
-9.79333277,4.28949300
-9.78833277,3.91609200
-9.78333277,4.28949300
-9.77833277,3.35691400
-9.77333277,4.28949300
-9.76833277,4.10248500
-9.76333277,4.47588600
-9.75833277,3.54330700
-9.75333277,4.84867100
-9.74833277,3.91609200
-9.74333277,4.28949300
-9.73833277,4.10248500
-9.73333277,5.03506400
-9.72833277,3.72970000
-9.72333277,4.84867100
-9.71833277,5.03506400
-9.71333277,5.59485700
-9.70833277,4.66227800
-9.70333277,5.78125000
-9.69833277,3.35691400
-9.69333277,6.15403500
-9.68833277,4.28949300
-9.68333277,4.84867100
-9.67833277,4.66227800
-9.67333277,4.84867100
-9.66833277,3.72970000
-9.66333277,3.91609200
-9.65833277,2.79712100
-9.65333277,3.91609200
-9.64833277,1.86454200
-9.64333277,2.79712100
-9.63833277,2.05093500
-9.63333277,0.74557080
-9.62833277,-1.30536400
-9.62333277,-0.74557080
-9.61833277,-1.67815000
-9.61333277,-1.67815000
-9.60833277,-2.05093500
-9.60333277,-2.42433500
-9.59833277,-2.23794300
-9.59333277,-1.67815000
-9.58833277,-2.42433500
-9.58333277,-1.67815000
-9.57833277,-1.49175700
-9.57333277,-2.05093500
-9.56833278,-0.74557080
-9.56333278,0.00000000
-9.55833278,-1.11897100
-9.55333278,-1.11897100
-9.54833278,-1.11897100
-9.54333278,-0.74557080
-9.53833278,-1.67815000
-9.53333278,-1.49175700
-9.52833278,-1.86454200
-9.52333278,-2.61072800
-9.51833278,-3.72970000
-9.51333278,-2.23794300
-9.50833278,-3.35691400
-9.50333278,-3.17052100
-9.49833278,-4.28949300
-9.49333278,-4.47588600
-9.48833278,-4.84867100
-9.48333278,-4.10248500
-9.47833278,-4.66227800
-9.47333278,-5.40846400
-9.46833278,-5.22207200
-9.46333278,-5.22207200
-9.45833278,-4.66227800
-9.45333278,-4.84867100
-9.44833278,-6.34104300
-9.44333278,-5.40846400
-9.43833278,-4.47588600
-9.43333278,-5.96764200
-9.42833278,-5.40846400
-9.42333278,-6.71382900
-9.41833278,-6.34104300
-9.41333278,-8.20558500
-9.40833278,-6.90022100
-9.40333278,-8.20558500
-9.39833278,-7.64640700
-9.39333278,-8.95177200
-9.38833278,-9.32455600
-9.38333278,-9.69795700
-9.37833278,-8.95177200
-9.37333278,-10.07074000
-9.36833278,-10.07074000
-9.36333278,-9.69795700
-9.35833278,-9.13816400
-9.35333278,-8.95177200
-9.34833278,-8.57898500
-9.34333278,-9.32455600
-9.33833278,-8.76537800
-9.33333278,-7.83279900
-9.32833278,-7.08661400
-9.32333278,-6.52743600
-9.31833278,-5.78125000
-9.31333278,-6.15403500
-9.30833278,-5.03506400
-9.30333278,-4.28949300
-9.29833278,-5.78125000
-9.29333278,-4.10248500
-9.28833278,-4.28949300
-9.28333278,-4.10248500
-9.27833278,-3.72970000
-9.27333278,-4.47588600
-9.26833278,-4.10248500
-9.26333278,-4.47588600
-9.25833278,-3.72970000
-9.25333278,-3.91609200
-9.24833278,-3.91609200
-9.24333278,-4.28949300
-9.23833278,-4.47588600
-9.23333278,-4.10248500
-9.22833278,-3.17052100
-9.22333278,-2.61072800
-9.21833278,-2.98351400
-9.21333278,-3.17052100
-9.20833278,-3.54330700
-9.20333278,-3.91609200
-9.19833278,-2.23794300
-9.19333278,-3.17052100
-9.18833278,-2.05093500
-9.18333278,-2.61072800
-9.17833278,-3.54330700
-9.17333279,-3.72970000
-9.16833279,-3.54330700
-9.16333279,-3.17052100
-9.15833279,-2.61072800
-9.15333279,-4.84867100
-9.14833279,-3.54330700
-9.14333279,-4.47588600
-9.13833279,-4.28949300
-9.13333279,-4.66227800
-9.12833279,-5.03506400
-9.12333279,-4.66227800
-9.11833279,-5.22207200
-9.11333279,-3.91609200
-9.10833279,-3.91609200
-9.10333279,-3.91609200
-9.09833279,-3.72970000
-9.09333279,-4.10248500
-9.08833279,-3.91609200
-9.08333279,-3.91609200
-9.07833279,-3.17052100
-9.07333279,-2.23794300
-9.06833279,-2.98351400
-9.06333279,-2.23794300
-9.05833279,-2.61072800
-9.05333279,-3.91609200
-9.04833279,-2.23794300
-9.04333279,-3.17052100
-9.03833279,-2.79712100
-9.03333279,-2.23794300
-9.02833279,-3.54330700
-9.02333279,-3.17052100
-9.01833279,-3.17052100
-9.01333279,-2.98351400
-9.00833279,-2.98351400
-9.00333279,-2.79712100
-8.99833279,-2.23794300
-8.99333279,-3.35691400
-8.98833279,-3.35691400
-8.98333279,-2.61072800
-8.97833279,-2.61072800
-8.97333279,-3.35691400
-8.96833279,-2.61072800
-8.96333279,-2.98351400
-8.95833279,-1.49175700
-8.95333279,-1.30536400
-8.94833279,-0.37278540
-8.94333279,-1.11897100
-8.93833279,-0.74557080
-8.93333279,0.93196360
-8.92833279,-0.18639270
-8.92333279,0.00000000
-8.91833279,1.11897100
-8.91333279,2.23794300
-8.90833279,2.42433500
-8.90333279,2.23794300
-8.89833279,2.79712100
-8.89333279,2.79712100
-8.88833279,4.47588600
-8.88333279,4.47588600
-8.87833279,4.84867100
-8.87333279,5.22207200
-8.86833279,5.22207200
-8.86333279,5.40846400
-8.85833279,6.34104300
-8.85333279,7.08661400
-8.84833279,6.71382900
-8.84333279,6.52743600
-8.83833279,7.83279900
-8.83333279,8.39259300
-8.82833279,8.20558500
-8.82333279,8.57898500
-8.81833279,8.01919300
-8.81333279,8.57898500
-8.80833279,8.39259300
-8.80333279,8.95177200
-8.79833279,8.76537800
-8.79333279,8.39259300
-8.78833279,8.39259300
-8.78333279,7.64640700
-8.77833280,8.20558500
-8.77333280,8.39259300
-8.76833280,7.64640700
-8.76333280,8.39259300
-8.75833280,6.52743600
-8.75333280,7.46001400
-8.74833280,7.08661400
-8.74333280,7.83279900
-8.73833280,7.46001400
-8.73333280,6.90022100
-8.72833280,6.71382900
-8.72333280,6.34104300
-8.71833280,5.22207200
-8.71333280,5.78125000
-8.70833280,6.15403500
-8.70333280,5.22207200
-8.69833280,5.78125000
-8.69333280,5.22207200
-8.68833280,5.22207200
-8.68333280,4.10248500
-8.67833280,4.47588600
-8.67333280,5.03506400
-8.66833280,4.66227800
-8.66333280,4.47588600
-8.65833280,5.22207200
-8.65333280,4.28949300
-8.64833280,4.84867100
-8.64333280,4.28949300
-8.63833280,4.47588600
-8.63333280,3.54330700
-8.62833280,5.22207200
-8.62333280,4.10248500
-8.61833280,5.59485700
-8.61333280,4.66227800
-8.60833280,5.59485700
-8.60333280,4.84867100
-8.59833280,5.22207200
-8.59333280,4.47588600
-8.58833280,3.91609200
-8.58333280,4.28949300
-8.57833280,3.72970000
-8.57333280,3.91609200
-8.56833280,4.47588600
-8.56333280,4.28949300
-8.55833280,4.28949300
-8.55333280,4.28949300
-8.54833280,4.10248500
-8.54333280,3.72970000
-8.53833280,3.72970000
-8.53333280,3.17052100
-8.52833280,4.10248500
-8.52333280,3.91609200
-8.51833280,4.47588600
-8.51333280,3.91609200
-8.50833280,4.28949300
-8.50333280,4.28949300
-8.49833280,3.91609200
-8.49333280,3.72970000
-8.48833280,5.22207200
-8.48333280,3.72970000
-8.47833280,4.28949300
-8.47333280,3.72970000
-8.46833280,3.72970000
-8.46333280,3.91609200
-8.45833280,4.66227800
-8.45333280,3.91609200
-8.44833280,6.52743600
-8.44333280,4.28949300
-8.43833280,4.84867100
-8.43333280,5.22207200
-8.42833280,5.78125000
-8.42333280,4.84867100
-8.41833280,5.78125000
-8.41333280,5.03506400
-8.40833280,4.84867100
